MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELBX,TELF1,TELF2,TELFX,TELTX,TELX1,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,SPERQ,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,KTOCK,PFORT,WERKS,LTSNA,WERKR,PLKAL,DUEFL,TXJCD,SPERZ,SCACD,SFRGR,LZONE,XLFZA,DLGRP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,CONFS,UPDAT,UPTIM,NODEL,PODKZB
100,0000000601,KR,Geisel OHG mbH,SA,,,Moreira,,,65592-189,88649,PR,GEISEL OHG,"Flat 53M
Stacey Canyon",384876,GEISEL OHG MBH,,,Ms.,,,,0002,D,,,,,20111005,geislerisabe,,,LIEF,,,X,,,D,4443373609,,,,,(00439) 461622   ,,,,,,,,,DE85753794763,,,,,,,,,,,3000,,,03,,,,,,,,,,,,,,http://cardoso.br/,,20250715,024503,,
100,0000000602,AU,"Allen, Brown and Hussain",,,,西東京市,Callumstad,46665,L8W 4BN,50398-638,WA,"ALLEN, BRO",Schleichallee 8,449860,"ALLEN, BROWN AND HUSSAIN",,,,,,,,D,,,,,20111011,corinne97,,,LIEF,,,,,,E,9653283153,,,,,080-7852-3461   ,307.791.9048x786,+49(0)2167 60896,,,,,,,,,,,,,,,,,,5001,,,02,,,,,,,,,,,,,,,,20250705,224511,,
100,0000000603,JP,Law-Bruce,AG,,N/A,Louis   ,横浜市港北区,,L9 0BT,438-7327,MT,LAW-BRUCE,Leonie-Jungfer-Platz 17/46,733614,LAW-BRUCE,,,Ms.,,,,,I,,,,,18.11.2019,debra42,,,KRED,,,,,,P,4741516329,,,,,080-9454-1833,,,,,,,,,,,,,,,,,,,,1001,,,02,,,,,,,,,,,,,,,,20250509,075857,,
100,0000000604,MX,Wilmsen,Inc,,N/A,Gosselin   ,,N/A,78549,39126,AR,WILMSEN,"Largo Jesus, 735",783877,WILMSEN,,,Ms.,,,,0001,O,,,,,11.07.2014,bertinanais,,,0001,,,,,,P,6540234714,,,,,+55 (031) 4364-8,+49(0)3740 28265,,,,,,,,DE29367562754,,,,,,,,,,,5000,,,03,,,,,,,,,,,,,,http://ikeda.jp/,,20251029,060637,,
100,0000000605,ES,Schulz   ,LLC,,N/A,Sainte Pierre,Lichtenfels,90187,97398,168-7311,KY,SCHULZ,"Studio 28C
Jay Trafficway",834430,SCHULZ,,,Ms.,,,,,F,,,,,15.12.2015,joyceparker,,,LIEF,,,,,,D,9973854424,,,X,,080-9759-5536,,,,,,,,,DE29480468869,,,,,,,,,,,3001,,,02,,,,,,,,,,,,,,,,20260525,154222,,
100,0000000606,CN,加藤食品合同会社,,syndicate strategic ,N/A,Sainte HuguesBourg   ,,36713-873,38743,92080,MH,加藤食品合同会社,6616 Lance Spring   ,698896,加藤食品合同会社,,,Firma,,,,0002,A,,,,,20130112,drogner,,,KRED,,,,,,F,6218224792,,,X,,(0161) 4960247,,,,,,,,,,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,20241229,152105,,
100,0000000607,GB,Müller GmbH,,aggregate distribute,N/A,Smithmouth,Gütersloh,97122,45833,21819,AP,MÜLLER GMB,rue de Lebreton   ,677693,MÜLLER GMBH,,,Mr.,,,,,K,,,,,20251030,robinsonrich,,,KRED,,,,,,F,3164538336,,,,,(771)448-9579x25,,,,,,,,,DE25503533210,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,20241019,140933,,
100,0000000608,US,Lecoq   ,GmbH,generate impactful i,,青梅市,N/A,,702-3775,64543,MT,LECOQ   ,"Viaduto Ana Lívia Silveira, 99",063267,LECOQ,,,Frau,,,,0001,J,,,,,25.06.2012,mauriziojaek,,,LIEF,,,,,,D,9206042942,,,,,070-4999-5977,080-1192-4743,517.405.6825,,,,,,,DE50697820993,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,20250609,094903,,
100,0000000609,BE,Hunt Ltd,e Filhos,cultivate next-gener,N/A,Port Jaclynborough,Jasonbury,01466,33300,E1 4YP,OK,HUNT LTD,196 Carrie Cliff Apt. 641,659205,HUNT LTD   ,,,Ms.,,,,,999,,,,,19.01.2012,abreubeatriz,,,KRED,,,,,,P,4836090168,,,X,,080-9901-5059   ,515-636-0964,+49(0)7616 80680   ,,,,,,,,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,,,20250928,211048,,
100,0000000610,BR,田中水産株式会社,Ltd,N/A,,Holzminden   ,Sá de Vieira,11935-391,38916677,95218586,KS,田中水産株式会社,"Jardim de Casa Grande, 900",892585,田中水産株式会社,,,Herr,,,,,B,,,,,20161028,nhudson,,,KRED,,,,,,J,N/A,,,,,01-5353-0532   ,,0248888049,,,,,,,DE83980370377,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,http://baron.fr/,,20251225,101457,,
100,0000000611,GB,木村銀行有限会社   ,Ltd,synergize intuitive ,N/A,North Tanyahaven,Wesel,N/A,23481094,25539-625,PA,木村銀行有限会社,1298 Brown Ville Apt. 932,529417,木村銀行有限会社,,,Mr.,,,,0003,O,,,,,09.04.2016,novaesguilhe,,,LIEF,,,,,,J,1114832409,,,X,,090-3074-8781,,,,,,,,,DE52612166948,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,https://www.wright.com/,,20260425,223847,,
100,0000000612,SE,Martin and Sons,GbR,N/A,N/A,Leipziger Land,Port Leanne,98800,33778,658-0913,DF,MARTIN AND   ,950 高橋 Street,836257,MARTIN AND SONS,,,Ms.,,,,0001,XYZ,,,,,20220521,glowe,,,KRED,,,,,,F,,,,,,+44(0)29 2018016   ,+33 2 31 08 72 7,04 81 56 73 23,,,,,,,DE05915798155,,,,,,,,,,,3001,,,01,,,,,,,,,,,,,,,,20240829,083333,,
100,0000000613,CH,Cavalcante,N/A,N/A,,Colleenfort,N/A,N/A,771-1822,M5 2QJ,IL,CAVALCANTE,1300 Daniel Circles,644214,CAVALCANTE,,,Firma,,,,0001,O,,,,,07.02.2023,viniciuscasa,,,0001,,,X,,,P,7780559227,,,X,,43-5221-7328,,+49 (0) 4872 980,,,,,,,DE02604976979,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,http://okamoto.jp/,,20251214,054651,,
100,0000000614,BR,Ferreira Guerra e Filhos,PLC,deliver proactive pa,N/A,Saint Laetitia-la-Forêt,N/A,,40148,22011-270,BA,FERREIRA G,"Studio 33
Rhys Track",143316,FERREIRA GUERRA E FILHOS   ,,,,,,,,C,,,,,20170308,mcole,,,0001,,,,,,J,6697446970,,,,,41-1350-7649   ,,,,,,,,,,,,,,,,,,,,1000,,,01,,,,,,,,,,,,,,,,20240915,044657,,
100,0000000615,US,Azevedo,S/A,N/A,,Riceport,Beeskow,,LU4V 2LN,PL36 6BN,PI,AZEVEDO,"21, boulevard de Sanchez",182773,AZEVEDO,,,Herr,,,,,A,,,,,07.12.2018,kellyheather,,,0001,,,,,,J,7749678452,,,,,557-987-2390,,658-860-2642x362,,,,,,,,,,,,,,,,,,2000,,,02,,,,,,,,,,,,,,http://da.gov.br/,,20260409,033807,,
100,0000000616,IT,Porto - EI,S/A,productize visionary,N/A,Crystalstad,,,00173,34866,FL,PORTO - EI,"39, rue Bruneau",856724,PORTO - EI,,,Frau,,,,0002,Q,,,,,03.08.2023,ypeixoto,,,0001,,,,,,F,5552517748,,,X,,070-5675-4135,0526424374,,,,,,,,DE82202204106,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,https://mangold.de/,,20260416,161037,,
100,0000000617,US,Cook-Edwards,and Sons,disintermediate clic,N/A,Aparecida das Flores,,397-1859,88445-236,11002,ND,COOK-EDWAR,604 太田 Street,321517,COOK-EDWARDS,,,Herr,,,,0001,G,,,,,20220702,ntschentsche,,,KRED,,,,,,E,,,,X,,+55 51 4876 0967,,,,,,,,,DE19679296058,,,,,,,,,,,1000,,,02,,,,,,,,,,,,,,https://www.rhodes-allen.com/,,20250309,230318,,
100,0000000618,GB,da Mata Cavalcanti S.A.,N/A,,N/A,Gaudin   ,四街道市,N/A,14110,27582,SD,DA MATA CA,Traude-Hänel-Weg 4522,750448,DA MATA CAVALCANTI S.A.,,,Herr,,,,,C,,,,,20230201,hrios,,,LIEF,,,,,,J,6324489684,,,,,604.731.0772x228,+33 (0)4 30 12 6,080-6742-8601,,,,,,,DE42793399702,,,,,,,,,,,3001,,,01,,,,,,,,,,,,,,,,20260404,172201,,
100,0000000619,XX,"Cruz, Calderon and Chang   ",and Sons,N/A,N/A,Chrétien,,N/A,45604,778-5853,CO,"CRUZ, CALD   ",563 石井 Street,911178,"CRUZ, CALDERON AND CHANG",,,,,,,,C,,,,,20250508,alex56,,,LIEF,,,,,,E,1259272916,,,,,06102 965441,090-2229-2538,070-4377-0296   ,,,,,,,,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,,,20240814,220943,,
100,0000000620,CA,Fernandez,S.A.R.L.,strategize enterpris,,鎌ケ谷市,N/A,N/A,967-0362,75478,MT,FERNANDEZ,0 Gareth Oval,093604,FERNANDEZ   ,,,,,,,0003,L,,,,,20170513,fogacaluiz-o,,,LIEF,,,,,,J,0928033714,,,X,,05 16 72 24 58,+4429 2018 0137,080-6607-9833,,,,,,,DE72793922689,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,https://www.siqueira.edu.br/,,20260324,062617,,
100,0000000621,PL,Traore,,innovate collaborati,,印西市   ,,N/A,848-5662,514-1717,AP,TRAORE,"Trecho Montenegro, 9",040933,TRAORE,,,Frau,,,,0001,S,,,,,03.02.2020,sotaromaeda,,,KRED,,,,,,P,2724452275,,,X,,028 9018 0336   ,,,,,,,,,,,,,,,,,,,,5001,,,,,,,,,,,,,,,,,,,20241230,004127,,
100,0000000622,SE,"Campbell, Cole and Gardner",N/A,N/A,,Étienne,Lake Elizabethmouth,N/A,60862495,29957,OR,"CAMPBELL, ","6, chemin Camille Gérard",966471,"CAMPBELL, COLE AND GARDNE",,,Herr,,,,0003,P,,,,,15.06.2024,kirstybegum,,,KRED,,,,,,P,1813207239,,,,,01154960553,,+44(0)121 496 00,,,,,,,DE91846550636,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,,,20251114,130956,,
100,0000000623,AU,Ellis-Mclaughlin,N/A,N/A,,Kingview,,EN2M 6FS,W7 4LF,E24 1YU,NY,ELLIS-MCLA,47317 Garcia Shore,958385,ELLIS-MCLAUGHLIN   ,,,Ms.,,,,0001,J,,,,,20200123,mai14,,,0001,,,,,,D,8332710453,,,,,0490999196,,05 53 02 23 64,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,20260523,225455,,
100,0000000624,DE,Loos,N/A,whiteboard frictionl,N/A,Neuss,Masse-les-Bains,06829945,704-0680,M5H 8SY,WV,LOOS   ,254 鈴木 Street   ,365133,LOOS,,,Herr,,,,0001,P,,,,,26.11.2020,vicente33,,,KRED,,,,,,J,6136746161,,,X,,+55 (081) 4317-1,,08081570354,,,,,,,DE05433707367,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,,,20240924,161824,,
100,0000000625,US,Jacobs-Rocha,LLC,N/A,N/A,Jacksonborough   ,Lake Nicholasmouth,947-7409,47401,840-2356,MS,JACOBS-ROC,55 Elliot Lock,614384,JACOBS-ROCHA,,,Firma,,,,0003,J,,,,,20230109,jwilliams,,,KRED,,,,,,F,,,,X,,+49(0) 121789406,997.826.7545,,,,,,,,DE09414250956,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,,,20250418,203055,,
100,0000000626,CN,山崎鉱業合同会社,N/A,deploy interactive m,,Vilsbiburg   ,N/A,25437636,22614,13178,SE,山崎鉱業合同会社,3595 Rowland Rest Suite 506   ,989582,山崎鉱業合同会社   ,,,Mr.,,,,0002,B,,,,,20211220,henrique97,,,LIEF,,,,,,F,4863099728,,,,,080-3132-9967,,,,,,,,,DE54179394314,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,http://tanaka.jp/,,20251121,185223,,
100,0000000627,MX,King-Bowen,- ME,scale plug-and-play ,,Tonymouth,GrondinVille,84552,831-9955,41178,OR,KING-BOWEN,519 Johnson Extension Apt. 461,041170,KING-BOWEN,,,Frau,,,,0001,H,,,,,20160213,juliastaude,,,0001,,,,,,D,2922092513,,,,,001-967-662-4285   ,,,,,,,,,,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,,,20240714,042331,,
100,0000000628,NL,Bolnbach e.V.,GmbH & Co. KGaA,N/A,N/A,Dias das Flores,夷隅郡御宿町,63333,65190-348,G4 3BE,SE,BOLNBACH E   ,449 James Route Apt. 417,733430,BOLNBACH E.V.,,,Firma,,,,0003,999,,,,,15.01.2019,da-cunhamaya,,,LIEF,,,,,,F,7182182160,,,,,+55 31 4747 2990   ,,,,,,,,,,,,,,,,,,,,2000,,,02,,,,,,,,,,,,,,https://cardoso.net/,,20251023,015551,,
100,0000000629,SE,Hill Group,S/A,expedite dynamic con,N/A,Uelzen,Smithshire,24023-849,L1 5ZD,09090,RI,HILL GROUP,"Conjunto Raquel Garcia, 639",910673,HILL GROUP   ,,,Mr.,,,,0003,K,,,,,20150128,rjessel,,,LIEF,,,,,,J,3827653480,,,,,+33 (0)2 31 08 0,,080-6970-2579,,,,,,,,,,,,,,,,,,3001,,,02,,,,,,,,,,,,,,,,20251112,012754,,
100,0000000630,AU,株式会社藤原印刷,S.A.,N/A,,Lake Naomimouth,Chauvet,N/A,055-2194,98391,IL,株式会社藤原印刷   ,410 Ruth Oval,810297,株式会社藤原印刷   ,,,,,,,0003,C,,,,,19.01.2013,malbuquerque,,,LIEF,,,,,,D,9575512637,,,X,,090-5201-0154,,+49(0)8479 20740   ,,,,,,,DE07963302251,,,,,,,,,,,5000,,,03,,,,,,,,,,,,,,,,20250402,172849,,
100,0000000631,FR,株式会社青木ガス,- EI,,N/A,Biedenkopf,Kassel,KW37 5SN,362-8903,39609,PA,株式会社青木ガス,770 鈴木 Street,067996,株式会社青木ガス,,,,,,,0001,E,,,,,03.07.2025,saeuberlichr,,,0001,,,X,,,D,N/A,,,,,0213345958,,,,,,,,,DE51159059256,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,https://simmons-collins.com/,,20250523,214106,,
100,0000000632,CH,Hoareau,S.A.,N/A,,Martin,,N/A,09225212,B2K 4RF,MG,HOAREAU,"Studio 14G
Smith Walk",151295,HOAREAU,,,Mr.,,,,0001,B,,,,,02.02.2019,ryan41,,,KRED,,,,,,D,,,,,,95-0804-6606,,,,,,,,,,,,,,,,,,,,5000,,,01,,,,,,,,,,,,,,,,20250321,112955,,
100,0000000633,KR,Câmara,N/A,enable collaborative,,Barros Grande,N/A,75387,18174973,16557,LA,CÂMARA,360 福田 Street,045961,CÂMARA,,,Ms.,,,,0003,D,,,,,02.05.2020,leah95,,,0001,,,,,,D,7400597583,,,X,,+55 31 5849-9991   ,(04594) 21042,,,,,,,,DE84182865490,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,20250728,202222,,
100,0000000634,ES,"Brooks, Wilson and Riddle   ",N/A,scale transparent ap,N/A,横浜市港北区,N/A,S91 6YL,029-7126,69145,NM,"BROOKS, WI   ",rue Roy,351209,"BROOKS, WILSON AND RIDDLE",,,,,,,0003,J,,,,,20231205,asukayamada,,,KRED,,,,,,F,5969157349,,,,,+1-209-837-5770x   ,,+1-769-741-3512x,,,,,,,DE38563375984,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,20251112,171046,,
100,0000000635,CA,Santos,SA,,,Teixeira de Teixeira   ,South Wesley,426-3931,ML7W 8DH,20822044,RO,SANTOS   ,"Condomínio Mariane Moraes, 516   ",571042,SANTOS,,,Firma,,,,0003,A,,,,,03.01.2015,schuchhardts,,,LIEF,,,,,,F,5990028422,,,X,,01-8811-1337   ,,,,,,,,,DE17018313774,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,https://www.tanaka.com/,,20241229,115838,,
100,0000000636,AT,Rodgers-Kennedy,LLC,N/A,,Eisenach,South Stephanietown,N/A,62082124,60408,PA,RODGERS-KE,Reiner-Fliegner-Weg 613,113449,RODGERS-KENNEDY,,,Ms.,,,,0001,O,,,,,20200904,apimenta,,,LIEF,,,,,,P,8950929184,,,X,,0131 4960173,090-5494-9725,01184960581,,,,,,,DE72047442175,,,,,,,,,,,3001,,,03,,,,,,,,,,,,,,https://www.parker.com/,,20241209,090533,,
100,0000000637,FR,Junk Ditschlerin GmbH,AG,N/A,N/A,東大和市   ,,M3 7XN,L9 3SZ,971-8179,GO,JUNK DITSC,777 中島 Street,154224,JUNK DITSCHLERIN GMBH,,,Ms.,,,,0003,A,,,,,20160327,yda-rosa,,,0001,,,,,,E,2503834124,,,X,,+49(0)4657 48145   ,,,,,,,,,DE22372074197,,,,,,,,,,,2000,,,02,,,,,,,,,,,,,,,,20241129,231450,,
100,0000000638,CN,Lima S.A.,N/A,innovate virtual e-m,N/A,North Debra,夷隅郡大多喜町,08858,722-9476,996-1529,PW,LIMA S.A.,81783 Taylor Row Apt. 643,955343,LIMA S.A.,,,Herr,,,,0003,P,,,,,12.06.2019,hanakoyamada,,,LIEF,,,,,,P,4971972040,,,X,,0118 496 0998,,,,,,,,,DE32424300917,,,,,,,,,,,1002,,,01,,,,,,,,,,,,,,https://camara.com/,,20240913,110306,,
100,0000000639,US,Heidrich,,N/A,N/A,Gregorystad,N/A,,W6 5FX,E9 7WY,AM,HEIDRICH   ,"20, rue de Roux",440277,HEIDRICH,,,Herr,,,,,O,,,,,20260427,maria-juliat,,,KRED,,,,,,J,0123162575,,,X,,+1-387-424-4783x,6005366857,09896 910241   ,,,,,,,,,,,,,,,,,,3001,,,03,,,,,,,,,,,,,,,,20260114,013033,,
100,0000000640,CH,"Dixon, Roberts and Page",S/A,,,South Eric,Sainte Auguste,97668,82522-925,54763,NE,"DIXON, ROB",559 田中 Street,542372,"DIXON, ROBERTS AND PAGE",,,Mr.,,,,0001,L,,,,,20130727,souzanoah,,,LIEF,,,,,,D,6676226761,,,X,,001-384-458-1630,,,,,,,,,DE47904552242,,,,,,,,,,,2001,,,02,,,,,,,,,,,,,,https://www.page-sheppard.com/,,20240725,162734,,
100,0000000641,IT,Kobelt GmbH,PLC,reinvent e-business ,,da Mota da Serra,N/A,N/A,15043,90868-088,MA,KOBELT GMB,836 山本 Street   ,979974,KOBELT GMBH   ,,,,,,,,Q,,,,,26.11.2017,norman53,,,0001,,,,,,F,5429043682,,,,,80-6437-1960,0549849785,,,,,,,,DE78672530815,,,,,,,,,,,1001,,,03,,,,,,,,,,,,,,http://camara.com/,,20240628,174805,,
100,0000000642,CN,小林農林合同会社,- EI,cultivate integrated,,Recklinghausen,Sauvage,N/A,48504,B93 1JA,LA,小林農林合同会社,Zobelgasse 52-29   ,036758,小林農林合同会社,,,Frau,,,,0003,000,,,,,24.01.2018,wileyjennife,,,0001,,,,,,D,,,,,,(029)2018246,,,,,,,,,DE69328940117,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,http://www.marques.com/,,20260222,184501,,
100,0000000643,KR,Alves,N/A,deploy scalable infr,,South Danamouth   ,N/A,N/A,37152,78410,AL,ALVES,56618 Nicholas Alley   ,537007,ALVES,,,Ms.,,,,0003,J,,,,,20230526,juliette27,,,LIEF,,,,,,D,0102221268,,,,,18-4679-0877,+44909 8790905,,,,,,,,,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,http://porto.com.br/,,20260303,145521,,
100,0000000644,BE,"Kerr, Gross and Knight",N/A,synergize dot-com ch,N/A,川崎市幸区,,16721,64029,20939,GO,"KERR, GROS",Junkengasse 242,254805,"KERR, GROSS AND KNIGHT",,,Frau,,,,,XYZ,,,,,20191110,eloacamargo,,,KRED,,,,,,P,7595024242,,,,,(01067) 698710,,,,,,,,,DE33523175487,,,,,,,,,,,2000,,,02,,,,,,,,,,,,,,https://miller.com/,,20260514,040855,,
100,0000000645,CN,Nash Group,PLC,,,Port Rachelchester,Lake Rosemaryfurt,50987,97165,S0S 9SN,PW,NASH GROUP,Residencial Joaquim Leão,954584,NASH GROUP,,,Ms.,,,,,L,,,,,29.09.2024,fduffy,,,KRED,,,,,,F,N/A,,,,,001-639-620-3186,,,,,,,,,,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,,,20250201,021325,,
100,0000000646,JP,Moulin et Fils,,,N/A,Wurzen,Cardoso do Amparo,N/A,64540,BB0E 4JR,MT,MOULIN ET ,388 岡本 Street,345335,MOULIN ET FILS,,,Ms.,,,,,999,,,,,20130902,bread,,,KRED,,,,,,J,6822896575,,,X,,(041) 1534-2789,(02039) 801337,+4428 9018 0287,,,,,,,,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,,,20250410,204142,,
100,0000000647,CH,Meyer,- ME,N/A,,Roding,,N/A,49832,W5A 7ZF,VI,MEYER,Gerdi-Schleich-Weg 10   ,944300,MEYER,,,Ms.,,,,,S,,,,,20.11.2013,howardsteven,,,KRED,,,,,,D,7732065694,,,,,+33 (0)2 38 41 1,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,https://www.jones.org/,,20250516,191648,,
100,0000000648,AT,合同会社松本電気,Inc,streamline ubiquitou,,Chambersview,,,35383,SR42 0RL,AM,合同会社松本電気,Marlis-Vogt-Weg 86,289540,合同会社松本電気   ,,,,,,,,XYZ,,,,,20141116,borgesana-lu,,,0001,,,,,,F,8474389475,,,X,,+44116 496 0676,+44(0)3069990897,,,,,,,,DE45979898224,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,,,20250303,050945,,
100,0000000649,XX,Cassiano,Ltd,,,Lake Emilyberg,Sousa da Praia,N/A,N2W 6HT,85864,CT,CASSIANO,"Flat 45
Gough Crossing",111751,CASSIANO,,,,,,,0002,Q,,,,,17.02.2014,kirstycook,,,0001,,,,,,D,3358362492,,,,,9019499611,,090-4539-0579,,,,,,,DE51569443878,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,https://fukuda.jp/,,20240814,235802,,
100,0000000650,CH,日本電気株式会社,Ltd,re-intermediate B2B ,N/A,Peltierdan   ,安房郡鋸南町,,SM7R 1PJ,84550,AR,日本電気株式会社,"Morro Brayan Gomes, 29",285685,日本電気株式会社,,,,,,,0001,Q,,,,,31.07.2021,crawfordcarl,,,LIEF,,,,,,J,4416493311,,,X,,070-0548-2562,,,,,,,,,DE56854026218,,,,,,,,,,,3000,,,03,,,,,,,,,,,,,,https://www.viana.org/,,20250407,163632,,
100,0000000651,CH,"Sanchez, Davila and Wright",N/A,evolve 24/365 market,,Legendre   ,川崎市多摩区,11763,84544-300,82399,TO,"SANCHEZ, D   ","Residencial Maria Isis da Rocha, 5",518316,"SANCHEZ, DAVILA AND WRIGH",,,Mr.,,,,0003,R,,,,,26.06.2024,roweowen,,,0001,,,,,,J,N/A,,,,,+4429 2018518,(0117) 496 0253,,,,,,,,DE63057578660,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,,,20260624,131920,,
100,0000000652,KR,Meyer Stiftung & Co. KGaA,,N/A,,東大和市,N/A,N/A,47454,26474141,TX,MEYER STIF,Gunpfstr. 9-5,359600,MEYER STIFTUNG & CO. KGAA   ,,,Ms.,,,,0002,R,,,,,20220227,rousseauastr,,,0001,,,,,,J,1820871638,,,X,,05 65 06 95 08,070-9392-7191,,,,,,,,DE99381987921,,,,,,,,,,,3001,,,01,,,,,,,,,,,,,,,,20250222,195013,,
100,0000000653,IN,日本電気株式会社   ,Group,facilitate strategic,N/A,Garnier,Port Jaynemouth,N/A,13527,25593-765,CO,日本電気株式会社,665 小林 Street   ,271548,日本電気株式会社,,,Firma,,,,,T,,,,,26.06.2016,luccamoraes,,,LIEF,,,,,,E,N/A,,,X,,+55 (021) 1808 6,,+44(0)141 496 02,,,,,,,DE36281341350,,,,,,,,,,,5001,,,02,,,,,,,,,,,,,,,,20241118,070425,,
100,0000000654,CH,Allain,,N/A,,GuyotVille,Fürstenwalde,45123,27763,50865,RN,ALLAIN   ,874 佐々木 Street,341253,ALLAIN,,,Mr.,,,,,D,,,,,18.02.2014,victor88,,,LIEF,,,,,,D,,,,X,,04 75 74 46 54,41 3410-6572,+55 61 8218-7398,,,,,,,DE97665620670,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,,,20260407,174212,,
100,0000000655,CA,Bazin,Inc,N/A,,Alanbury,N/A,,71732,28178,TN,BAZIN,6465 Megan Parkway Suite 788,978884,BAZIN,,,Firma,,,,0002,O,,,,,08.07.2018,meyervalerie,,,LIEF,,,,,,F,8795797114,,,,,03 88 41 08 43,070-7946-1906,,,,,,,,DE23951083278,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,20250406,032056,,
100,0000000656,JP,Casa Grande,AG,N/A,,West Antony,夷隅郡御宿町,382-7805,07354,10849-297,ME,CASA GRAND,Riehlstraße 2-3,976762,CASA GRANDE,,,Firma,,,,0001,E,,,,,20121205,hunterjane,,,0001,,,,,,F,3545614315,,,,,4326650305,,,,,,,,,,,,,,,,,,,,5001,,,,,,,,,,,,,,,,,,,20241115,073821,,
100,0000000657,JP,Rodrigues da Rosa - EI,,exploit holistic act,N/A,East Cliffordberg,Halberstadt,18976-217,77974,29210-172,GO,RODRIGUES ,517 岡本 Street,963132,RODRIGUES DA ROSA - EI   ,,,Firma,,,,,L,,,,,20180331,ledwards,,,LIEF,,,,,,P,0496196519,,,,,0500 953 1200,,090-9040-0241,,,,,,,,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,,,20250406,231804,,
100,0000000658,SE,Birnbaum Löffler GmbH,e Filhos,implement holistic f,N/A,East Georgemouth,横浜市港南区,,97430,45278-430,IN,BIRNBAUM L,646 村上 Street,918684,BIRNBAUM LÖFFLER GMBH,,,Firma,,,,0001,R,,,,,28.12.2025,monteirogabr,,,LIEF,,,,,,F,8749320392,,,X,,61 6862-3785,0141 496 0868,(041) 7171-2199,,,,,,,DE03755785457,,,,,,,,,,,3001,,,01,,,,,,,,,,,,,,,,20251113,171909,,
100,0000000659,AT,Jackson LLC,GmbH,N/A,,da Conceição de Brito,Steinfurt,N/A,54281,EN7R 0HX,AS,JACKSON LL,"Recanto Azevedo, 1",458864,JACKSON LLC   ,,,,,,,,F,,,,,18.05.2017,paul94,,,LIEF,,,,,,P,7939969793,,,,,84 4308 1322,,,,,,,,,DE39338338768,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,https://brown-wallis.com/,,20241124,163733,,
100,0000000660,SE,有限会社山口ガス   ,Ltd,N/A,,Carvalho do Campo,狛江市,N/A,025-6175,261-9778,AC,有限会社山口ガス,"Lago Cavalcanti, 195",672266,有限会社山口ガス,,,Herr,,,,,T,,,,,20201215,fdunn,,,0001,,,,,,E,N/A,,,X,,+44(0)191 496068,(0191) 4960107,0328235079,,,,,,,DE77786739718,,,,,,,,,,,2001,,,03,,,,,,,,,,,,,,,,20260612,132701,,
100,0000000661,GB,渡辺電気合同会社,e.G.,,,匝瑳市,,N/A,549-6698,11316,OR,渡辺電気合同会社,Hellwigring 82-74,985726,渡辺電気合同会社,,,,,,,0003,F,,,,,20140418,raedelapollo,,,0001,,,,,,D,8500728438,,,,,080-3053-7406,11 8009 9986,(0118)4960261,,,,,,,,,,,,,,,,,,1000,,,01,,,,,,,,,,,,,,http://www.ramirez.info/,,20260412,162518,,
