MANDT,LIFNR,BUKRS,PERNR,ALTKN,BEGRU,ZUAWA,AKONT,ALTKT,ALTKN2,ZTERM,WAERS,FDGRP,REPRF,TOGRP,LNRZE,LNRZB,ZINDT,ZINRT,DATLZ,ALTKZ,MINDK,INTAD,KVERM,BUSAB,UBBZG,EXPKK,ABSBE,ZFBDT,SKFOR,SKNTO,MANDT_OVERRIDE
100,0000001686,4000,,,0002,003,035124,,,0001,KRW,,,,,,,,,,,,,fx,,,,,,,
100,0000000351,1000,,,,003,144662,,,NT60,CNY,,X,,,,,,,,,,,pq,,,,,,,
100,0000001665,2000,,,0003,002,840222,,,0001,CAD,,,,,,,,,,,,,vZ,,,,,,,
100,0000001580,2000,,,0002,001,539556,,,0003,CHF,,X,,,,,,,,,,,mb,,,,,,,
100,0000001430,2000,,,,003,445114,,,2/10NET30,AUD,,X,,,,,,,,,,,Uf,,,,,,,
100,0000001350,1000,,,0001,001,861890,,,0001,EUR,,,,,,,,,,,,,py,,,,,,,
100,0000001596,3000,,,0002,002,664460,,,NT90,EUR,,,,,,,,,,,,,Gf,,,,,,,
100,0000001119,5000,,,0001,001,989365,,,NT60,JPY,,X,,,,,,,,,,,lT,,,,,,,
100,0000001154,4000,,,0003,002,686073,,,NT60,JPY,,X,,,,,,,,,,,mT,,,,,,,
100,0000000755,3000,,,0001,002,509002,,,NT90,CAD,,,,,,,,,,,,,vp,,,,,,,
100,0000000050,4000,,,0001,001,348283,,,0003,JPY,,X,,,,,,,,,,,dE,,,,,,,
100,0000001047,3000,,,0003,001,145763,,,0001,KRW,,,,,,,,,,,,,bq,,,,,,,
100,0000001401,3000,,,0002,003,749039,,,0001,CAD,,,,,,,,,,,,,kj,,,,,,,
100,0000000349,5000,,,0001,002,785543,,,0002,GBP,,,,,,,,,,,,,zq,,,,,,,
100,0000000501,3000,,,0002,001,954622,,,2/10NET30,JPY,,X,,,,,,,,,,,Dm,,,,,,,
100,0000000648,5000,,,0001,001,626367,,,NT90,BRL,,,,,,,,,,,,,UP,,,,,,,
100,0000000192,3000,,,0002,003,559070,,,0003,CAD,,X,,,,,,,,,,,AF,,,,,,,
100,0000000549,2000,,,,003,871337,,,0003,CHF,,,,,,,,,,,,,RO,,,,,,,
100,0000000383,1000,,,0002,003,584984,,,2/10NET30,JPY,,X,,,,,,,,,,,sK,,,,,,,
100,0000000221,1000,,,0002,003,711367,,,NT60,GBP,,X,,,,,,,,,,,Zk,,,,,,,
100,0000000938,5000,,,0001,001,518181,,,0003,AUD,,X,,,,,,,,,,,sj,,,,,,,
100,0000001890,1000,,,0001,002,946308,,,NT90,CAD,,,,,,,,,,,,,Bi,,,,,,,
100,0000001803,4000,,,,002,279950,,,0002,JPY,,X,,,,,,,,,,,nC,,,,,,,
100,0000000100,2000,,,,002,120228,,,2/10NET30,AUD,,,,,,,,,,,,,WM,,,,,,,
100,0000001291,5000,,,0003,001,651033,,,NT30,JPY,,,,,,,,,,,,,Ot,,,,,,,
100,0000000056,4000,,,0001,002,059531,,,2/10NET30,USD,,X,,,,,,,,,,,wO,,,,,,,
100,0000001419,5000,,,0003,001,145915,,,0002,CHF,,X,,,,,,,,,,,hW,,,,,,,
100,0000000812,2000,,,0001,002,501980,,,0003,EUR,,X,,,,,,,,,,,CL,,,,,,,
100,0000000573,3000,,,0002,003,659558,,,NT90,CHF,,,,,,,,,,,,,zM,,,,,,,
100,0000001811,3000,,,0002,003,237092,,,NT30,KRW,,,,,,,,,,,,,JM,,,,,,,
100,0000000623,2000,,,,001,711418,,,0002,CNY,,X,,,,,,,,,,,Of,,,,,,,
100,0000001696,2000,,,,003,955262,,,0001,GBP,,X,,,,,,,,,,,po,,,,,,,
100,0000000382,1000,,,0003,003,672530,,,0003,BRL,,X,,,,,,,,,,,fX,,,,,,,
100,0000001316,3000,,,0003,002,002471,,,0003,JPY,,,,,,,,,,,,,CL,,,,,,,
100,0000000806,2000,,,0002,002,111367,,,2/10NET30,GBP,,X,,,,,,,,,,,GP,,,,,,,
100,0000001011,2000,,,0003,001,360371,,,0003,JPY,,,,,,,,,,,,,rw,,,,,,,
100,0000000918,1000,,,0003,003,595111,,,0003,CNY,,,,,,,,,,,,,uL,,,,,,,
100,0000000491,4000,,,0002,003,906112,,,NT30,GBP,,,,,,,,,,,,,sz,,,,,,,
100,0000001390,5000,,,0002,002,043599,,,0003,CNY,,,,,,,,,,,,,KF,,,,,,,
100,0000000716,3000,,,,003,305098,,,0003,KRW,,,,,,,,,,,,,QX,,,,,,,
100,0000001584,5000,,,0001,001,312155,,,0003,EUR,,X,,,,,,,,,,,gr,,,,,,,
100,0000001038,4000,,,0002,002,864439,,,0001,USD,,X,,,,,,,,,,,Dz,,,,,,,
100,0000000688,1000,,,0001,001,446541,,,NT30,KRW,,X,,,,,,,,,,,Gd,,,,,,,
100,0000001376,3000,,,0003,003,387736,,,2/10NET30,CAD,,,,,,,,,,,,,FH,,,,,,,
100,0000001729,4000,,,,002,515968,,,NT90,CHF,,X,,,,,,,,,,,Te,,,,,,,
100,0000000377,4000,,,0003,002,079289,,,NT30,GBP,,X,,,,,,,,,,,wJ,,,,,,,
100,0000001850,1000,,,0002,001,424574,,,NT60,CAD,,,,,,,,,,,,,Xn,,,,,,,
100,0000001501,5000,,,0003,002,967112,,,2/10NET30,CHF,,,,,,,,,,,,,Iy,,,,,,,
100,0000000154,3000,,,,001,659254,,,NT90,BRL,,,,,,,,,,,,,TD,,,,,,,
100,0000001385,3000,,,0003,001,742842,,,0002,AUD,,,,,,,,,,,,,hV,,,,,,,
100,0000001798,3000,,,0003,001,544316,,,NT60,BRL,,,,,,,,,,,,,dp,,,,,,,
100,0000000630,1000,,,0002,001,877314,,,0003,USD,,X,,,,,,,,,,,oe,,,,,,,
100,0000001497,1000,,,0003,003,666743,,,NT90,CNY,,,,,,,,,,,,,cc,,,,,,,
100,0000001921,1000,,,0003,003,600966,,,0001,CAD,,,,,,,,,,,,,NM,,,,,,,
100,0000000012,5000,,,0001,002,343447,,,NT60,EUR,,,,,,,,,,,,,Kq,,,,,,,
100,0000000865,1000,,,0003,002,378187,,,2/10NET30,CHF,,X,,,,,,,,,,,BU,,,,,,,
100,0000000123,5000,,,0001,003,460677,,,NT90,CAD,,X,,,,,,,,,,,PI,,,,,,,
100,0000001772,4000,,,0002,003,888992,,,2/10NET30,AUD,,X,,,,,,,,,,,Ta,,,,,,,
100,0000000523,5000,,,0002,002,978461,,,2/10NET30,JPY,,,,,,,,,,,,,ib,,,,,,,
100,0000000551,4000,,,0003,002,162316,,,NT60,BRL,,X,,,,,,,,,,,Hg,,,,,,,
100,0000000337,1000,,,0003,001,084787,,,0003,CHF,,,,,,,,,,,,,Bg,,,,,,,
100,0000000381,3000,,,,001,683040,,,NT60,KRW,,X,,,,,,,,,,,yF,,,,,,,
100,0000001213,2000,,,0001,001,742500,,,0001,BRL,,X,,,,,,,,,,,Mm,,,,,,,
100,0000000830,2000,,,,001,490324,,,2/10NET30,CAD,,,,,,,,,,,,,YW,,,,,,,
100,0000001279,4000,,,0003,003,411792,,,NT90,GBP,,,,,,,,,,,,,Wb,,,,,,,
100,0000001286,3000,,,,002,945195,,,NT60,CHF,,X,,,,,,,,,,,yC,,,,,,,
100,0000000760,3000,,,,003,575489,,,NT30,CHF,,,,,,,,,,,,,Ca,,,,,,,
100,0000001457,5000,,,0001,003,079393,,,0002,KRW,,X,,,,,,,,,,,LL,,,,,,,
100,0000001274,3000,,,,002,963748,,,0003,CNY,,,,,,,,,,,,,qr,,,,,,,
100,0000001883,1000,,,0002,003,921306,,,NT90,CNY,,,,,,,,,,,,,PA,,,,,,,
100,0000001070,5000,,,,002,474828,,,0002,USD,,X,,,,,,,,,,,sc,,,,,,,
100,0000001390,3000,,,0001,002,313031,,,0003,GBP,,X,,,,,,,,,,,RT,,,,,,,
100,0000001539,2000,,,,001,261282,,,NT90,EUR,,X,,,,,,,,,,,Ci,,,,,,,
100,0000001538,3000,,,,001,666343,,,NT60,CAD,,,,,,,,,,,,,wk,,,,,,,
100,0000000511,4000,,,0003,003,299993,,,NT60,BRL,,X,,,,,,,,,,,VZ,,,,,,,
100,0000000907,2000,,,0002,001,168969,,,NT90,BRL,,X,,,,,,,,,,,NN,,,,,,,
100,0000000665,1000,,,0001,003,104382,,,0003,BRL,,,,,,,,,,,,,QZ,,,,,,,
100,0000001024,1000,,,0001,001,886639,,,0001,CAD,,X,,,,,,,,,,,gX,,,,,,,
200,0000000313,1000,,,0002,001,107045,,,0001,BRL,,,,,,,,,,,,,WG,,,,,,,
100,0000001045,5000,,,,002,421853,,,NT30,USD,,X,,,,,,,,,,,tP,,,,,,,
100,0000000280,3000,,,0001,001,489015,,,0001,KRW,,X,,,,,,,,,,,HS,,,,,,,
100,0000000216,5000,,,,001,066412,,,0003,CHF,,X,,,,,,,,,,,Bd,,,,,,,
100,0000001004,2000,,,,001,798600,,,NT30,USD,,X,,,,,,,,,,,iH,,,,,,,
100,0000000265,2000,,,,003,950492,,,2/10NET30,AUD,,,,,,,,,,,,,lm,,,,,,,
200,0000001903,1000,,,0002,001,388955,,,0002,AUD,,X,,,,,,,,,,,qe,,,,,,,
100,0000001624,1000,,,0003,003,100549,,,NT60,BRL,,X,,,,,,,,,,,re,,,,,,,
100,0000000701,1000,,,0002,003,875025,,,2/10NET30,USD,,,,,,,,,,,,,dE,,,,,,,
100,0000001370,1000,,,0002,003,456250,,,2/10NET30,CNY,,,,,,,,,,,,,ks,,,,,,,
100,0000001531,4000,,,0003,003,092653,,,2/10NET30,BRL,,,,,,,,,,,,,Kw,,,,,,,
100,0000001036,4000,,,0001,002,442530,,,NT60,GBP,,X,,,,,,,,,,,zI,,,,,,,
100,0000000830,1000,,,,002,311295,,,NT30,BRL,,,,,,,,,,,,,GF,,,,,,,
100,0000001374,2000,,,0001,001,869872,,,NT30,CAD,,X,,,,,,,,,,,yj,,,,,,,
100,0000001222,5000,,,0002,002,692041,,,2/10NET30,AUD,,,,,,,,,,,,,cq,,,,,,,
100,0000000759,3000,,,,001,753051,,,NT60,CHF,,,,,,,,,,,,,ty,,,,,,,
100,0000001819,4000,,,0003,002,212770,,,0002,CHF,,,,,,,,,,,,,RM,,,,,,,
100,0000001418,3000,,,0001,002,847710,,,0003,GBP,,,,,,,,,,,,,Ub,,,,,,,
100,0000000545,4000,,,0001,001,441267,,,NT60,JPY,,,,,,,,,,,,,ed,,,,,,,
100,0000000365,3000,,,0002,003,323879,,,NT30,GBP,,X,,,,,,,,,,,mq,,,,,,,
100,0000001774,4000,,,0003,002,388645,,,0001,CHF,,,,,,,,,,,,,VU,,,,,,,
100,0000000018,3000,,,0002,002,011142,,,0001,GBP,,X,,,,,,,,,,,vK,,,,,,,
100,0000000013,3000,,,0002,003,698072,,,NT60,KRW,,X,,,,,,,,,,,EJ,,,,,,,
100,0000001473,5000,,,0003,003,206667,,,2/10NET30,USD,,X,,,,,,,,,,,bs,,,,,,,
100,0000000789,4000,,,,002,420603,,,0001,JPY,,,,,,,,,,,,,xP,,,,,,,
100,0000000397,5000,,,0003,003,449226,,,0003,GBP,,X,,,,,,,,,,,qH,,,,,,,
100,0000001247,5000,,,0001,003,618250,,,0001,JPY,,X,,,,,,,,,,,Xe,,,,,,,
100,0000000053,2000,,,,003,122983,,,NT90,AUD,,,,,,,,,,,,,Xg,,,,,,,
100,0000000755,4000,,,0001,001,162497,,,0003,GBP,,,,,,,,,,,,,YW,,,,,,,
100,0000001892,5000,,,0002,001,243043,,,2/10NET30,USD,,X,,,,,,,,,,,oJ,,,,,,,
100,0000001773,5000,,,0002,001,805121,,,0002,KRW,,X,,,,,,,,,,,nv,,,,,,,
100,0000000774,1000,,,0001,003,342716,,,NT30,AUD,,X,,,,,,,,,,,Fe,,,,,,,
100,0000001531,5000,,,,001,199619,,,0002,KRW,,X,,,,,,,,,,,ci,,,,,,,
200,0000000565,1000,,,0002,003,541143,,,NT30,AUD,,,,,,,,,,,,,zb,,,,,,,
100,0000001386,1000,,,0003,003,330056,,,2/10NET30,USD,,X,,,,,,,,,,,Bz,,,,,,,
100,0000000116,1000,,,0002,002,716095,,,2/10NET30,CNY,,X,,,,,,,,,,,KY,,,,,,,
100,0000001699,2000,,,0003,003,208827,,,0003,JPY,,X,,,,,,,,,,,oZ,,,,,,,
100,0000001402,1000,,,,001,400703,,,NT60,AUD,,,,,,,,,,,,,Oe,,,,,,,
100,0000000357,5000,,,,001,696701,,,0002,JPY,,,,,,,,,,,,,oS,,,,,,,
100,0000000886,2000,,,0001,001,166460,,,NT30,JPY,,,,,,,,,,,,,Wl,,,,,,,
100,0000001213,5000,,,0003,003,611927,,,2/10NET30,CHF,,,,,,,,,,,,,tf,,,,,,,
100,0000001856,1000,,,0001,003,986649,,,NT90,AUD,,,,,,,,,,,,,ML,,,,,,,
100,0000001867,4000,,,,001,340841,,,0002,BRL,,X,,,,,,,,,,,nS,,,,,,,
100,0000000765,4000,,,0002,003,499074,,,0003,USD,,X,,,,,,,,,,,QV,,,,,,,
100,0000000924,2000,,,,002,263409,,,0001,BRL,,,,,,,,,,,,,pk,,,,,,,
100,0000000199,5000,,,0001,002,335149,,,2/10NET30,CNY,,X,,,,,,,,,,,FZ,,,,,,,
100,0000000973,5000,,,0003,002,464218,,,2/10NET30,USD,,X,,,,,,,,,,,Lq,,,,,,,
100,0000000654,1000,,,,001,972223,,,NT30,USD,,,,,,,,,,,,,ON,,,,,,,
100,0000001854,2000,,,,003,755343,,,0001,AUD,,X,,,,,,,,,,,Rn,,,,,,,
100,0000001106,5000,,,0001,002,600323,,,0002,CAD,,X,,,,,,,,,,,Il,,,,,,,
100,0000001759,1000,,,0003,001,343524,,,NT90,GBP,,,,,,,,,,,,,KB,,,,,,,
100,0000001051,2000,,,0003,001,646791,,,NT30,CAD,,X,,,,,,,,,,,zK,,,,,,,
100,0000001266,1000,,,0002,001,425717,,,NT60,JPY,,,,,,,,,,,,,Ej,,,,,,,
100,0000000405,1000,,,0003,003,005630,,,0003,CHF,,X,,,,,,,,,,,bz,,,,,,,
100,0000000320,5000,,,0003,001,022409,,,2/10NET30,JPY,,X,,,,,,,,,,,gR,,,,,,,
100,0000001970,1000,,,,001,058760,,,NT60,CHF,,,,,,,,,,,,,eL,,,,,,,
100,0000001612,5000,,,0001,003,835198,,,0001,USD,,,,,,,,,,,,,mJ,,,,,,,
100,0000000017,5000,,,0001,001,437497,,,NT60,CHF,,X,,,,,,,,,,,dB,,,,,,,
100,0000000452,5000,,,0002,003,248223,,,0001,EUR,,X,,,,,,,,,,,bH,,,,,,,
100,0000001829,4000,,,0001,002,538648,,,0001,KRW,,X,,,,,,,,,,,cr,,,,,,,
100,0000000465,5000,,,,001,402813,,,NT30,EUR,,X,,,,,,,,,,,cg,,,,,,,
100,0000000923,5000,,,0002,003,824969,,,0001,AUD,,,,,,,,,,,,,vL,,,,,,,
100,0000001716,4000,,,0001,003,847110,,,NT60,CAD,,X,,,,,,,,,,,vU,,,,,,,
100,0000000099,1000,,,0001,002,568264,,,NT60,JPY,,,,,,,,,,,,,VX,,,,,,,
100,0000000550,1000,,,0001,003,003311,,,0001,AUD,,,,,,,,,,,,,uH,,,,,,,
100,0000001201,3000,,,0002,001,845468,,,NT60,GBP,,,,,,,,,,,,,ht,,,,,,,
100,0000001785,1000,,,,003,984917,,,2/10NET30,BRL,,X,,,,,,,,,,,tS,,,,,,,
100,0000000673,1000,,,0002,002,372715,,,0001,BRL,,X,,,,,,,,,,,WG,,,,,,,
100,0000000202,1000,,,0001,002,753835,,,NT90,CAD,,,,,,,,,,,,,LZ,,,,,,,
100,0000001812,1000,,,0002,002,963743,,,0001,AUD,,,,,,,,,,,,,er,,,,,,,
100,0000000405,3000,,,0002,003,288498,,,NT90,GBP,,,,,,,,,,,,,tm,,,,,,,
100,0000000759,4000,,,0003,003,856349,,,0003,CHF,,X,,,,,,,,,,,iz,,,,,,,
100,0000000257,2000,,,0003,001,852791,,,NT30,BRL,,X,,,,,,,,,,,Dn,,,,,,,
100,0000000551,3000,,,0001,002,066500,,,2/10NET30,KRW,,,,,,,,,,,,,qL,,,,,,,
100,0000001703,5000,,,,003,660044,,,0003,BRL,,X,,,,,,,,,,,xm,,,,,,,
100,0000001683,5000,,,0001,003,238707,,,NT60,JPY,,X,,,,,,,,,,,PI,,,,,,,
100,0000001978,2000,,,0003,001,167995,,,NT30,KRW,,X,,,,,,,,,,,vn,,,,,,,
100,0000000775,5000,,,0003,001,089338,,,2/10NET30,EUR,,X,,,,,,,,,,,rb,,,,,,,
100,0000000920,5000,,,0002,001,728056,,,NT60,GBP,,X,,,,,,,,,,,hM,,,,,,,
100,0000001833,1000,,,0003,002,373955,,,0003,CAD,,X,,,,,,,,,,,yQ,,,,,,,
100,0000001985,3000,,,0003,001,648399,,,2/10NET30,AUD,,,,,,,,,,,,,Pw,,,,,,,
100,0000000918,1000,,,0001,003,483004,,,0003,JPY,,X,,,,,,,,,,,oF,,,,,,,
100,0000001570,4000,,,0001,003,996881,,,NT30,KRW,,X,,,,,,,,,,,xg,,,,,,,
100,0000000562,3000,,,0002,001,715346,,,0001,BRL,,X,,,,,,,,,,,qi,,,,,,,
100,0000000519,1000,,,0003,002,362822,,,0001,KRW,,X,,,,,,,,,,,Hc,,,,,,,
100,0000000080,3000,,,,002,977318,,,0002,KRW,,,,,,,,,,,,,gv,,,,,,,
100,0000000803,4000,,,0002,003,297035,,,0002,JPY,,X,,,,,,,,,,,Vv,,,,,,,
100,0000000415,4000,,,0002,001,712189,,,2/10NET30,GBP,,,,,,,,,,,,,kO,,,,,,,
100,0000000563,3000,,,0001,002,261290,,,0001,CHF,,,,,,,,,,,,,lf,,,,,,,
100,0000001886,2000,,,,002,800249,,,NT90,KRW,,X,,,,,,,,,,,SD,,,,,,,
100,0000001256,1000,,,0002,003,186303,,,NT90,CAD,,,,,,,,,,,,,iE,,,,,,,
100,0000001179,1000,,,0003,002,906748,,,NT30,BRL,,,,,,,,,,,,,RI,,,,,,,
100,0000001282,5000,,,0003,002,326145,,,0002,USD,,X,,,,,,,,,,,Qf,,,,,,,
100,0000000122,4000,,,,003,919738,,,0001,BRL,,,,,,,,,,,,,dp,,,,,,,
100,0000001091,4000,,,0001,001,637656,,,0001,CHF,,X,,,,,,,,,,,jo,,,,,,,
100,0000000997,1000,,,0001,003,049480,,,NT30,BRL,,,,,,,,,,,,,rr,,,,,,,
100,0000000939,1000,,,0002,001,944431,,,2/10NET30,GBP,,,,,,,,,,,,,eu,,,,,,,
100,0000000312,4000,,,,002,293696,,,NT30,JPY,,,,,,,,,,,,,ez,,,,,,,
100,0000001778,1000,,,0001,002,549271,,,NT30,CNY,,,,,,,,,,,,,Jf,,,,,,,
100,0000001338,4000,,,,003,834655,,,NT90,CHF,,X,,,,,,,,,,,uk,,,,,,,
100,0000001718,1000,,,0003,003,275863,,,0003,AUD,,,,,,,,,,,,,pu,,,,,,,
100,0000000215,5000,,,0003,003,987568,,,NT30,EUR,,X,,,,,,,,,,,BO,,,,,,,
100,0000001146,2000,,,0002,003,333525,,,0003,GBP,,X,,,,,,,,,,,VL,,,,,,,
100,0000001271,5000,,,0002,001,518219,,,NT30,GBP,,,,,,,,,,,,,El,,,,,,,
100,0000001744,3000,,,0001,001,909596,,,NT90,GBP,,X,,,,,,,,,,,kH,,,,,,,
100,0000001847,5000,,,,002,867400,,,NT30,CNY,,X,,,,,,,,,,,xF,,,,,,,
100,0000000337,5000,,,0001,002,042244,,,NT90,KRW,,X,,,,,,,,,,,vs,,,,,,,
100,0000001780,3000,,,0003,003,895274,,,NT30,CHF,,X,,,,,,,,,,,Ds,,,,,,,
100,0000000619,2000,,,0001,001,042414,,,NT90,CNY,,,,,,,,,,,,,LC,,,,,,,
100,0000001381,3000,,,,002,702411,,,0003,EUR,,X,,,,,,,,,,,WY,,,,,,,
100,0000001433,1000,,,0003,003,632408,,,0003,BRL,,,,,,,,,,,,,fb,,,,,,,
100,0000000111,4000,,,0001,002,047156,,,0002,JPY,,,,,,,,,,,,,ok,,,,,,,
100,0000001672,2000,,,,001,982868,,,2/10NET30,CAD,,,,,,,,,,,,,nM,,,,,,,
100,0000001935,4000,,,,003,608829,,,NT60,CHF,,,,,,,,,,,,,Ns,,,,,,,
100,0000000848,2000,,,,002,948608,,,2/10NET30,EUR,,X,,,,,,,,,,,xZ,,,,,,,
100,0000000591,3000,,,0003,002,972503,,,NT30,CAD,,,,,,,,,,,,,Gv,,,,,,,
100,0000000577,5000,,,0002,002,353941,,,NT60,KRW,,X,,,,,,,,,,,gc,,,,,,,
100,0000001506,1000,,,,002,796102,,,2/10NET30,USD,,,,,,,,,,,,,nL,,,,,,,
100,0000000855,3000,,,,001,415448,,,NT90,GBP,,X,,,,,,,,,,,lb,,,,,,,
100,0000001703,2000,,,0001,002,685002,,,2/10NET30,BRL,,X,,,,,,,,,,,cI,,,,,,,
100,0000001803,3000,,,0003,002,249507,,,0002,USD,,X,,,,,,,,,,,zk,,,,,,,
100,0000001955,5000,,,0001,003,358749,,,0001,KRW,,,,,,,,,,,,,Bh,,,,,,,
100,0000001513,1000,,,0002,003,514225,,,NT30,CAD,,,,,,,,,,,,,fn,,,,,,,
100,0000000608,5000,,,0001,001,284960,,,0001,USD,,X,,,,,,,,,,,uE,,,,,,,
100,0000000544,5000,,,0001,002,291611,,,0001,CHF,,,,,,,,,,,,,GE,,,,,,,
100,0000001003,5000,,,,003,926296,,,0002,JPY,,X,,,,,,,,,,,PD,,,,,,,
100,0000001719,5000,,,0003,001,167184,,,2/10NET30,CNY,,,,,,,,,,,,,WJ,,,,,,,
100,0000001742,2000,,,0002,001,259292,,,NT30,AUD,,,,,,,,,,,,,CR,,,,,,,
100,0000000143,5000,,,,003,420069,,,0002,GBP,,,,,,,,,,,,,fZ,,,,,,,
100,0000001806,4000,,,0003,002,893459,,,NT30,CNY,,X,,,,,,,,,,,GV,,,,,,,
100,0000000832,4000,,,,003,862258,,,NT60,AUD,,,,,,,,,,,,,vy,,,,,,,
100,0000000282,2000,,,0001,001,086094,,,0001,AUD,,,,,,,,,,,,,cn,,,,,,,
100,0000001077,5000,,,0002,003,105126,,,2/10NET30,CHF,,,,,,,,,,,,,ko,,,,,,,
100,0000000447,3000,,,0003,002,810380,,,NT90,KRW,,X,,,,,,,,,,,uE,,,,,,,
100,0000000668,4000,,,0001,003,371350,,,0003,BRL,,,,,,,,,,,,,vj,,,,,,,
100,0000001240,1000,,,0003,003,476483,,,2/10NET30,EUR,,X,,,,,,,,,,,pa,,,,,,,
100,0000001833,1000,,,,003,607505,,,NT60,KRW,,X,,,,,,,,,,,Cb,,,,,,,
100,0000000770,1000,,,,002,619582,,,0003,KRW,,X,,,,,,,,,,,ME,,,,,,,
100,0000000411,5000,,,,003,298700,,,0002,CAD,,,,,,,,,,,,,KK,,,,,,,
100,0000001984,5000,,,0002,003,523287,,,NT60,EUR,,,,,,,,,,,,,Gm,,,,,,,
200,0000001469,5000,,,0002,003,464926,,,0003,AUD,,X,,,,,,,,,,,Pe,,,,,,,
100,0000001587,3000,,,,003,220807,,,2/10NET30,BRL,,X,,,,,,,,,,,ND,,,,,,,
100,0000001015,3000,,,,002,684776,,,NT60,AUD,,,,,,,,,,,,,dO,,,,,,,
100,0000000123,2000,,,0003,002,003079,,,NT60,CAD,,X,,,,,,,,,,,iQ,,,,,,,
100,0000000851,4000,,,0003,003,684032,,,0002,EUR,,X,,,,,,,,,,,TP,,,,,,,
100,0000001711,4000,,,0003,001,213592,,,NT60,CNY,,,,,,,,,,,,,IO,,,,,,,
100,0000000790,1000,,,0002,003,346466,,,0002,CNY,,,,,,,,,,,,,dg,,,,,,,
100,0000000101,2000,,,0002,003,134047,,,NT60,AUD,,,,,,,,,,,,,OW,,,,,,,
100,0000001308,1000,,,0001,002,045465,,,NT30,BRL,,,,,,,,,,,,,Cy,,,,,,,
100,0000000069,3000,,,,003,188189,,,NT60,EUR,,X,,,,,,,,,,,UD,,,,,,,
100,0000000988,1000,,,0003,002,723366,,,2/10NET30,GBP,,,,,,,,,,,,,qn,,,,,,,
100,0000001203,2000,,,0001,002,891785,,,0002,USD,,X,,,,,,,,,,,OG,,,,,,,
100,0000001972,5000,,,0002,003,501514,,,2/10NET30,BRL,,,,,,,,,,,,,jL,,,,,,,
100,0000000689,1000,,,0003,002,027554,,,2/10NET30,AUD,,,,,,,,,,,,,QL,,,,,,,
100,0000000540,2000,,,,001,357699,,,0002,JPY,,X,,,,,,,,,,,Lp,,,,,,,
100,0000000854,5000,,,,002,281590,,,0003,JPY,,X,,,,,,,,,,,rD,,,,,,,
100,0000001198,5000,,,0001,001,741392,,,NT90,JPY,,,,,,,,,,,,,II,,,,,,,
100,0000000266,5000,,,0001,002,626886,,,0003,KRW,,,,,,,,,,,,,ZO,,,,,,,
100,0000001283,5000,,,0001,002,889888,,,NT60,CHF,,X,,,,,,,,,,,wt,,,,,,,
100,0000000886,1000,,,0001,002,469934,,,NT90,KRW,,X,,,,,,,,,,,fN,,,,,,,
100,0000000760,4000,,,0002,002,747466,,,0002,BRL,,X,,,,,,,,,,,sG,,,,,,,
100,0000000069,3000,,,0003,003,210588,,,0003,CNY,,X,,,,,,,,,,,xs,,,,,,,
100,0000001203,3000,,,0003,003,170085,,,0002,USD,,X,,,,,,,,,,,XM,,,,,,,
100,0000001311,4000,,,0001,002,049310,,,NT30,BRL,,,,,,,,,,,,,dz,,,,,,,
100,0000000635,1000,,,,003,295948,,,2/10NET30,KRW,,X,,,,,,,,,,,Lt,,,,,,,
100,0000000461,1000,,,,002,610303,,,NT30,KRW,,X,,,,,,,,,,,RX,,,,,,,
100,0000000966,1000,,,0002,001,632761,,,NT90,CNY,,,,,,,,,,,,,bF,,,,,,,
100,0000001088,4000,,,0003,003,926854,,,NT90,GBP,,,,,,,,,,,,,ou,,,,,,,
100,0000001963,4000,,,0003,001,735879,,,NT60,CHF,,X,,,,,,,,,,,jW,,,,,,,
100,0000001021,1000,,,0002,003,165086,,,2/10NET30,EUR,,X,,,,,,,,,,,go,,,,,,,
100,0000000159,1000,,,,001,076333,,,NT30,GBP,,X,,,,,,,,,,,gQ,,,,,,,
100,0000000419,5000,,,0001,001,187577,,,2/10NET30,USD,,X,,,,,,,,,,,mk,,,,,,,
100,0000001229,3000,,,,003,168164,,,0001,CNY,,,,,,,,,,,,,Bi,,,,,,,
100,0000001272,2000,,,,002,546598,,,0002,BRL,,X,,,,,,,,,,,Fi,,,,,,,
100,0000000754,4000,,,0003,003,702693,,,0002,CAD,,X,,,,,,,,,,,Im,,,,,,,
100,0000001978,2000,,,0003,003,298866,,,0002,CAD,,,,,,,,,,,,,dx,,,,,,,
100,0000001651,1000,,,0003,003,682750,,,NT60,BRL,,,,,,,,,,,,,nf,,,,,,,
100,0000000164,5000,,,0002,003,174427,,,0001,GBP,,X,,,,,,,,,,,AN,,,,,,,
100,0000001154,3000,,,0002,002,536726,,,0002,AUD,,X,,,,,,,,,,,Wf,,,,,,,
100,0000000151,1000,,,,001,979880,,,NT60,CHF,,,,,,,,,,,,,JE,,,,,,,
100,0000001339,5000,,,0001,001,013274,,,NT90,AUD,,,,,,,,,,,,,JX,,,,,,,
100,0000001025,4000,,,0002,001,753843,,,2/10NET30,CNY,,X,,,,,,,,,,,pq,,,,,,,
100,0000001571,1000,,,0002,003,602518,,,0002,KRW,,,,,,,,,,,,,fd,,,,,,,
100,0000000083,5000,,,0001,001,927912,,,NT60,JPY,,,,,,,,,,,,,BG,,,,,,,
100,0000001439,3000,,,,003,186471,,,0003,CAD,,X,,,,,,,,,,,in,,,,,,,
100,0000000169,5000,,,0003,001,928487,,,2/10NET30,AUD,,X,,,,,,,,,,,xx,,,,,,,
