PRODUCT_NUMBER,PRODUCT_TYPE,BASE_UNIT,WEIGHT,WEIGHT_UNIT,VOLUME,VOLUME_UNIT,PRODUCT_GROUP,DIVISION,ERDAT
P000001778,DIEN,EA,30.517,KG,69.608,L,MECH,01,2014-06-01
P000001779,HALB,EA,115.668,KG,63.958,L,MECH,02,2017-09-23
P000001780,ROH,L,547.056,KG,62.264,CM3,MECH,01,2022-12-09
P000001781,HALB,M,671.699,KG,24.916,L,MECH,01,2022-03-21
P000001782,DIEN,EA,879.82,KG,68.438,M3,MECH,02,2011-12-15
P000001783,HALB,M,0.393,KG,12.007,L,MECH,01,2011-10-05
P000001784,FERT,KG,409.891,KG,40.469,CM3,MECH,03,2025-08-30
P000001785,ROH,EA,191.763,KG,43.336,M3,MECH,02,2014-01-10
P000001786,FERT,KG,584.039,KG,86.824,M3,MECH,04,2017-10-11
P000001787,ROH,EA,64.01,KG,32.833,CM3,MECH,02,2019-11-02
P000001788,HALB,M3,269.549,KG,85.819,L,MECH,03,2014-03-20
P000001789,ROH,EA,98.126,KG,34.332,L,MECH,04,2016-09-20
P000001790,HALB,L,232.832,KG,30.37,M3,MECH,02,2016-08-21
P000001791,ROH,EA,26.578,KG,26.718,L,MECH,03,2026-02-11
P000001792,HALB,PC,936.12,KG,84.876,L,MECH,04,2022-11-07
P000001793,ROH,KG,639.845,KG,5.817,L,MECH,03,2026-01-21
P000001794,ROH,L,442.692,KG,77.842,CM3,MECH,01,2019-02-02
P000001795,ROH,EA,925.876,KG,97.676,M3,MECH,03,2016-09-26
P000001796,HALB,PC,959.824,KG,58.211,CM3,MECH,01,2019-10-05
P000001797,NLAG,PC,484.147,KG,60.176,L,MECH,01,2022-05-29
P000001798,HALB,M,663.414,KG,15.195,M3,MECH,04,2014-02-07
P000001799,DIEN,M2,920.243,KG,49.681,L,MECH,04,2012-06-14
P000001800,ROH,L,237.631,KG,89.339,CM3,MECH,04,2025-11-16
P000001801,ROH,M3,361.046,KG,90.413,L,MECH,01,2022-05-22
P000001802,FERT,M2,388.173,KG,35.983,CM3,MECH,01,2017-01-31
P000001803,ROH,L,857.231,KG,68.882,CM3,MECH,04,2024-08-20
P000001804,ROH,EA,240.241,KG,40.063,M3,MECH,04,2023-07-09
P000001805,ROH,PC,240.996,KG,32.692,L,MECH,03,2012-09-09
P000001806,FERT,KG,590.958,KG,21.865,L,MECH,01,2016-12-19
P000001807,DIEN,L,957.208,KG,41.726,M3,MECH,04,2012-09-28
P000001808,ROH,L,818.606,KG,38.551,CM3,MECH,03,2020-11-02
P000001809,ROH,M3,670.129,KG,31.188,CM3,MECH,04,2022-10-19
P000001810,DIEN,PC,866.724,KG,54.854,M3,MECH,02,2019-07-13
P000001811,ROH,M2,302.594,KG,79.031,CM3,MECH,04,2026-01-28
P000001812,ROH,PC,982.265,KG,80.1,CM3,MECH,04,2022-01-01
P000001813,DIEN,EA,384.721,KG,39.477,M3,MECH,01,2023-08-28
P000001814,FERT,KG,719.918,KG,45.049,L,MECH,01,2017-05-13
P000001815,ROH,L,76.667,KG,57.272,CM3,MECH,03,2016-11-02
P000001816,ROH,KG,962.172,KG,65.692,CM3,MECH,03,2017-05-10
P000001817,NLAG,M3,376.98,KG,77.393,M3,MECH,03,2014-08-16
P000001818,NLAG,EA,119.939,KG,73.731,CM3,MECH,01,2017-11-11
P000001819,ROH,EA,180.089,KG,72.659,L,MECH,01,2014-09-15
P000001820,HALB,KG,400.086,KG,63.066,CM3,MECH,01,2016-02-13
P000001821,ROH,KG,694.016,KG,96.047,M3,MECH,02,2022-08-25
P000001822,ROH,EA,641.887,KG,23.582,CM3,MECH,04,2024-12-22
P000001823,ROH,PC,312.357,KG,84.954,L,MECH,02,2022-07-06
P000001824,FERT,M,723.714,KG,73.322,M3,MECH,01,2015-09-26
P000001825,NLAG,EA,55.329,KG,55.31,L,MECH,03,2021-07-03
P000001826,ROH,M2,495.094,KG,80.456,L,MECH,01,2013-06-03
P000001827,FERT,KG,352.55,KG,73.018,M3,MECH,01,2021-09-01
P000001828,FERT,M3,907.044,KG,30.413,CM3,MECH,01,2021-03-08
P000001829,ROH,PC,788.324,KG,2.115,M3,MECH,01,2013-08-29
P000001830,NLAG,EA,394.188,KG,83.021,L,MECH,02,2025-06-08
P000001831,ROH,L,934.494,KG,19.525,M3,MECH,02,2020-03-24
P000001832,DIEN,M3,121.006,KG,10.923,L,MECH,03,2022-04-03
P000001833,ROH,M2,722.135,KG,79.521,CM3,MECH,01,2011-07-13
P000001834,ROH,KG,840.006,KG,65.392,L,MECH,02,2018-06-23
P000001835,ROH,M2,920.028,KG,38.652,CM3,MECH,03,2024-11-17
P000001836,ROH,PC,357.264,KG,86.032,CM3,MECH,03,2018-07-11
P000001837,ROH,KG,146.123,KG,83.011,L,MECH,03,2013-02-26
P000001838,NLAG,KG,752.739,KG,25.915,L,MECH,02,2011-09-10
P000001839,DIEN,L,902.043,KG,38.477,M3,MECH,01,2023-01-28
P000001840,HALB,L,772.148,KG,54.929,CM3,MECH,01,2011-11-03
P000001841,ROH,EA,944.742,KG,35.618,CM3,MECH,02,2011-07-13
P000001842,ROH,PC,312.783,KG,79.718,CM3,MECH,03,2016-03-02
P000001843,ROH,M2,316.116,KG,72.748,M3,MECH,03,2014-04-23
P000001844,FERT,M3,158.228,KG,4.208,L,MECH,03,2019-04-23
P000001845,ROH,M3,276.941,KG,6.271,L,MECH,02,2016-06-02
P000001846,FERT,L,397.822,KG,46.848,M3,MECH,03,2018-04-06
P000001847,FERT,EA,8.452,KG,42.343,L,MECH,02,2025-06-29
P000001848,ROH,PC,325.956,KG,5.985,M3,MECH,01,2025-07-06
P000001849,ROH,KG,147.986,KG,49.696,CM3,MECH,02,2023-06-11
P000001850,ROH,M3,331.098,KG,99.173,M3,MECH,02,2015-12-28
P000001851,ROH,KG,497.076,KG,47.684,L,MECH,02,2025-05-16
P000001852,ROH,M3,845.336,KG,96.116,CM3,MECH,01,2025-03-07
P000001853,ROH,PC,222.289,KG,17.658,CM3,MECH,03,2016-04-28
P000001854,ROH,KG,114.8,KG,89.319,L,MECH,03,2014-08-06
P000001855,FERT,M2,75.538,KG,44.482,M3,MECH,01,2012-12-07
P000001856,HALB,M3,925.887,KG,75.709,M3,MECH,03,2020-06-24
P000001857,DIEN,KG,234.788,KG,51.686,CM3,MECH,03,2015-11-30
P000001858,ROH,PC,517.68,KG,49.626,M3,MECH,03,2016-09-17
P000001859,ROH,M,80.916,KG,97.045,M3,MECH,02,2024-08-21
P000001860,DIEN,M3,74.272,KG,36.072,CM3,MECH,02,2017-01-04
P000001861,ROH,M3,260.185,KG,2.527,L,MECH,02,2023-08-05
P000001862,ROH,EA,836.114,KG,1.167,M3,MECH,02,2012-02-03
P000001863,DIEN,M3,55.787,KG,90.666,CM3,MECH,01,2020-04-01
P000001864,ROH,M3,450.897,KG,28.583,L,MECH,01,2018-06-01
P000001865,HALB,KG,367.789,KG,39.58,L,MECH,01,2025-04-10
P000001866,NLAG,M,463.229,KG,16.381,M3,MECH,01,2022-11-12
P000001867,ROH,M2,36.831,KG,96.078,CM3,MECH,02,2016-06-05
P000001868,HALB,M2,241.979,KG,70.106,CM3,MECH,04,2021-01-01
P000001869,FERT,M2,183.676,KG,25.12,M3,MECH,03,2021-01-11
P000001870,ROH,M3,903.237,KG,13.567,M3,MECH,04,2018-03-01
P000001871,ROH,M2,637.541,KG,54.848,CM3,MECH,02,2012-02-22
P000001872,DIEN,KG,171.992,KG,19.177,L,MECH,02,2016-10-19
P000001873,ROH,L,191.42,KG,60.704,L,MECH,03,2015-03-08
P000001874,ROH,EA,940.732,KG,19.237,M3,MECH,02,2014-06-23
P000001875,ROH,PC,901.164,KG,47.081,L,MECH,04,2022-02-25
P000001876,FERT,M3,441.848,KG,74.919,L,MECH,02,2013-01-23
P000001877,ROH,EA,16.113,KG,75.088,CM3,MECH,01,2024-08-31
P000001878,ROH,L,212.761,KG,18.48,L,MECH,02,2024-04-07
P000001879,ROH,EA,129.898,KG,55.822,L,MECH,01,2024-01-05
P000001880,ROH,KG,812.858,KG,24.294,CM3,MECH,01,2018-10-29
P000001881,ROH,L,872.16,KG,9.928,M3,MECH,03,2020-10-06
P000001882,ROH,EA,811.868,KG,52.261,L,MECH,04,2021-01-13
P000001883,NLAG,M2,581.643,KG,81.131,M3,MECH,02,2023-04-25
P000001884,HALB,M3,801.077,KG,68.872,L,MECH,03,2025-04-02
P000001885,NLAG,M3,673.564,KG,71.881,CM3,MECH,01,2013-02-25
P000001886,ROH,KG,191.574,KG,38.18,CM3,MECH,03,2020-05-29
P000001887,NLAG,M2,807.774,KG,48.094,CM3,MECH,02,2023-03-31
P000001888,ROH,EA,130.111,KG,92.943,CM3,MECH,03,2015-06-08
P000001889,ROH,M2,325.356,KG,58.709,M3,MECH,01,2019-08-28
P000001890,FERT,M,559.618,KG,14.562,L,MECH,01,2025-10-08
P000001891,FERT,EA,141.901,KG,25.42,M3,MECH,01,2024-01-03
P000001892,ROH,L,621.497,KG,57.822,M3,MECH,01,2018-02-06
P000001893,FERT,L,183.149,KG,76.425,M3,MECH,02,2019-02-03
P000001894,ROH,M2,827.021,KG,22.014,L,MECH,01,2021-09-21
P000001895,FERT,PC,240.363,KG,81.65,M3,MECH,04,2014-01-21
P000001896,NLAG,EA,515.606,KG,59.726,L,MECH,01,2016-01-19
P000001897,ROH,L,40.492,KG,60.307,M3,MECH,04,2013-04-14
P000001898,ROH,PC,337.842,KG,6.589,CM3,MECH,01,2016-05-06
P000001899,FERT,EA,496.939,KG,5.693,CM3,MECH,03,2022-04-06
P000001900,DIEN,M3,271.34,KG,49.138,CM3,MECH,01,2017-10-07
P000001901,ROH,EA,939.897,KG,24.105,L,MECH,04,2023-09-13
P000001902,HALB,EA,977.319,KG,72.147,CM3,MECH,02,2017-09-07
P000001903,ROH,M2,531.756,KG,18.188,CM3,MECH,03,2023-04-17
P000001904,FERT,M2,880.204,KG,8.503,CM3,MECH,01,2018-09-12
P000001905,NLAG,PC,302.682,KG,89.389,CM3,MECH,02,2011-09-03
P000001906,ROH,EA,57.777,KG,73.57,CM3,MECH,04,2022-08-19
P000001907,HALB,M,852.445,KG,27.811,M3,MECH,04,2022-08-27
P000001908,ROH,M2,393.321,KG,33.489,CM3,MECH,03,2018-04-17
P000001909,NLAG,KG,939.854,KG,30.134,M3,MECH,02,2021-06-15
P000001910,NLAG,KG,714.755,KG,7.515,L,MECH,04,2021-12-31
P000001911,DIEN,EA,199.723,KG,77.378,CM3,MECH,03,2014-08-17
P000001912,ROH,M3,832.54,KG,61.982,CM3,MECH,02,2012-11-11
P000001913,ROH,M,617.475,KG,44.177,M3,MECH,01,2015-10-23
P000001914,ROH,KG,669.426,KG,78.501,CM3,MECH,01,2022-05-10
P000001915,HALB,EA,134.908,KG,89.71,M3,MECH,01,2019-09-10
P000001916,ROH,KG,678.188,KG,82.167,M3,MECH,02,2018-02-24
P000001917,NLAG,PC,355.635,KG,16.858,L,MECH,03,2018-04-29
P000001918,DIEN,EA,125.713,KG,70.807,L,MECH,02,2021-11-04
P000001919,HALB,M,231.628,KG,63.002,L,MECH,01,2025-10-14
P000001920,ROH,PC,73.687,KG,73.347,CM3,MECH,01,2025-06-03
P000001921,ROH,EA,644.576,KG,8.105,L,MECH,01,2017-12-03
P000001922,NLAG,EA,791.541,KG,16.216,M3,MECH,01,2020-01-05
P000001923,ROH,EA,77.316,KG,34.367,M3,MECH,01,2012-01-29
P000001924,ROH,L,997.591,KG,31.86,M3,MECH,02,2013-01-02
P000001925,ROH,M2,93.219,KG,34.322,L,MECH,01,2025-10-16
P000001926,DIEN,PC,127.774,KG,2.102,L,MECH,04,2016-10-01
P000001927,ROH,M,754.151,KG,43.781,L,MECH,01,2020-12-25
P000001928,ROH,PC,79.909,KG,37.761,M3,MECH,01,2022-03-01
P000001929,ROH,L,860.448,KG,38.973,L,MECH,01,2023-09-17
P000001930,FERT,M2,193.816,KG,85.41,M3,MECH,01,2018-12-06
P000001931,DIEN,L,84.526,KG,0.785,CM3,MECH,01,2025-12-08
P000001932,DIEN,L,604.875,KG,51.164,CM3,MECH,01,2018-05-11
P000001933,HALB,PC,241.661,KG,95.544,L,MECH,03,2015-12-24
P000001934,HALB,M3,862.401,KG,78.335,L,MECH,03,2026-04-11
P000001935,DIEN,KG,867.172,KG,98.285,M3,MECH,01,2016-04-08
P000001936,FERT,EA,315.681,KG,94.7,M3,MECH,04,2018-03-08
P000001937,ROH,EA,894.543,KG,32.175,L,MECH,03,2024-10-30
P000001938,ROH,L,596.8,KG,68.621,CM3,MECH,01,2016-03-20
P000001939,HALB,PC,486.606,KG,18.056,L,MECH,04,2015-02-26
P000001940,ROH,M3,944.948,KG,59.991,M3,MECH,03,2023-10-03
P000001941,ROH,M,512.097,KG,12.546,L,MECH,03,2023-01-26
P000001942,ROH,EA,547.007,KG,98.048,CM3,MECH,01,2023-05-21
P000001943,ROH,M,750.871,KG,49.892,CM3,MECH,01,2012-11-26
P000001944,FERT,EA,124.17,KG,48.618,M3,MECH,01,2021-07-18
P000001945,DIEN,PC,969.944,KG,26.589,M3,MECH,02,2012-09-17
P000001946,HALB,M2,36.196,KG,60.383,M3,MECH,03,2024-04-28
P000001947,DIEN,EA,103.466,KG,62.232,CM3,MECH,01,2023-07-27
P000001948,HALB,M2,382.587,KG,79.743,M3,MECH,04,2012-05-23
P000001949,ROH,EA,815.791,KG,25.288,CM3,MECH,04,2011-10-26
P000001950,DIEN,M3,675.606,KG,39.122,L,MECH,03,2012-06-20
P000001951,HALB,M2,229.899,KG,5.028,L,MECH,03,2021-08-07
P000001952,ROH,L,152.259,KG,96.889,M3,MECH,02,2025-08-23
P000001953,DIEN,EA,644.694,KG,11.676,CM3,MECH,02,2021-06-11
P000001954,NLAG,M,56.438,KG,62.132,CM3,MECH,03,2022-10-12
P000001955,FERT,PC,504.176,KG,29.035,M3,MECH,04,2023-10-16
P000001956,FERT,M,106.232,KG,40.496,CM3,MECH,01,2017-07-27
P000001957,ROH,EA,203.648,KG,79.838,M3,MECH,01,2011-11-09
P000001958,ROH,PC,941.841,KG,83.93,M3,MECH,02,2021-09-05
P000001959,DIEN,M,932.965,KG,13.886,CM3,MECH,03,2016-12-13
P000001960,ROH,M3,821.889,KG,61.575,M3,MECH,02,2011-12-07
P000001961,DIEN,EA,296.403,KG,41.911,L,MECH,01,2024-01-04
P000001962,HALB,M,874.838,KG,10.992,CM3,MECH,04,2014-02-19
P000001963,FERT,KG,797.047,KG,63.844,M3,MECH,01,2025-01-30
P000001964,ROH,M3,488.659,KG,26.391,L,MECH,02,2012-11-18
P000001965,ROH,M2,460.572,KG,12.662,L,MECH,03,2026-01-20
P000001966,ROH,M,243.413,KG,62.405,M3,MECH,04,2024-12-10
P000001967,ROH,KG,49.671,KG,44.229,L,MECH,01,2023-04-29
P000001968,ROH,PC,241.303,KG,36.429,M3,MECH,04,2012-11-07
P000001969,DIEN,PC,508.876,KG,19.86,CM3,MECH,01,2023-01-18
P000001970,FERT,KG,875.902,KG,24.997,CM3,MECH,04,2015-08-07
P000001971,ROH,KG,820.968,KG,1.253,CM3,MECH,03,2016-03-05
P000001972,NLAG,M2,264.751,KG,29.32,L,MECH,03,2018-11-13
P000001973,NLAG,L,225.327,KG,57.501,L,MECH,01,2023-09-10
P000001974,HALB,M2,74.794,KG,56.473,M3,MECH,03,2014-04-30
P000001975,ROH,M,197.924,KG,79.676,L,MECH,01,2023-05-10
P000001976,NLAG,M3,530.16,KG,63.681,CM3,MECH,03,2019-07-07
P000001977,ROH,L,408.436,KG,8.564,CM3,MECH,04,2020-02-11
P000001978,DIEN,EA,588.348,KG,90.434,L,MECH,04,2016-12-22
P000001979,FERT,M3,610.383,KG,50.032,L,MECH,01,2019-04-23
P000001980,FERT,KG,551.728,KG,15.962,CM3,MECH,02,2022-06-05
P000001981,FERT,KG,850.5,KG,78.518,CM3,MECH,03,2023-02-04
P000001982,ROH,EA,138.701,KG,30.776,M3,MECH,02,2017-11-01
P000001983,HALB,M2,805.388,KG,33.55,M3,MECH,01,2026-01-13
P000001984,NLAG,EA,524.685,KG,48.979,M3,MECH,04,2018-08-24
P000001985,NLAG,EA,632.266,KG,12.051,M3,MECH,04,2024-10-03
P000001986,ROH,M3,172.481,KG,93.446,M3,MECH,01,2023-06-18
P000001987,FERT,EA,450.933,KG,2.825,CM3,MECH,04,2022-03-09
P000001988,ROH,M3,120.051,KG,28.566,L,MECH,01,2019-02-05
P000001989,FERT,L,735.811,KG,6.261,CM3,MECH,01,2014-05-31
P000001990,ROH,EA,947.397,KG,85.67,M3,MECH,01,2014-06-03
P000001991,DIEN,L,56.083,KG,2.561,L,MECH,03,2022-11-26
