BP_NUMBER,bp_type,NAME1,NAME2,COUNTRY,CURRENCY,TAX_NUMBER,LANGUAGE,created_at
0000001284,VEND,Chamberlain and Sons,,CN,EUR,5044622036,J,2018-08-06
0000001285,VEND,Müller GmbH,,CA,EUR,2594630896,F,2023-02-05
0000001286,VEND,Hornich Schaaf GmbH,,BR,CNY,,J,2024-09-05
0000001287,VEND,Harris Inc,- EI,AU,EUR,2080794835,E,2026-02-25
0000001288,VEND,Delaunay,PLC,BE,EUR,3144251011,D,2012-10-16
0000001289,VEND,Bennett Group,GbR,AU,AUD,2787618705,P,2018-04-19
0000001290,VEND,Dyer PLC,e Filhos,BR,EUR,3971647990,J,2023-11-18
0000001291,VEND,Whitehead Ltd,,PL,JPY,,J,2021-01-31
0000001292,VEND,Austermühle Junitz e.G.,,BE,GBP,9191572652,E,2018-01-14
0000001293,VEND,Andrade - ME,- EI,DE,BRL,1738417502,E,2023-06-06
0000001294,VEND,Walter AG,LLC,GB,CAD,7133974502,P,2021-02-28
0000001295,VEND,Schmidtke AG,LLC,NL,JPY,8432476114,J,2013-09-10
0000001296,VEND,Denis,Group,US,EUR,,D,2014-03-11
0000001297,VEND,Taylor-Bass,e.G.,BR,CNY,,F,2013-03-31
0000001298,VEND,Guilbert Gauthier SARL,,CA,EUR,7188303101,J,2022-08-16
0000001299,VEND,Barros Freitas Ltda.,,CH,GBP,5039680116,F,2015-09-05
0000001300,VEND,Eckbauer Bender AG & Co. KG,Ltd,SE,EUR,7290238813,E,2021-06-22
0000001301,VEND,井上保険有限会社,S.A.,CA,EUR,9893961574,P,2016-01-04
0000001302,VEND,合同会社村上農林,Group,DE,CHF,,D,2013-05-14
0000001303,VEND,Pastor S.A.,and Sons,PL,EUR,8301916463,F,2015-12-19
0000001304,VEND,"Gray, Lawrence and Chambers",et Fils,IT,AUD,6497844376,F,2012-03-18
0000001305,VEND,渡辺鉱業合同会社,Inc,CA,JPY,7693431752,J,2018-10-13
0000001306,VEND,Faivre Langlois et Fils,,NL,KRW,9677392325,P,2011-12-21
0000001307,VEND,da Costa Viana S/A,PLC,NL,CHF,7485613662,E,2018-03-19
0000001308,VEND,Mohaupt,,KR,BRL,2941116866,F,2018-11-17
0000001309,VEND,"Austin, Erickson and Galloway",,US,EUR,,J,2025-01-04
0000001310,VEND,Lejeune,Ltda.,IT,CAD,,P,2013-08-17
0000001311,VEND,Robinson-Ahmed,,MX,BRL,2882005508,F,2018-05-17
0000001312,VEND,Rossi Garcia et Fils,PLC,KR,CNY,,D,2012-07-11
0000001313,VEND,合同会社井上保険,et Fils,KR,USD,4878199357,F,2011-07-14
0000001316,VEND,有限会社加藤情報,LLC,US,JPY,5132708725,P,2020-03-28
0000001317,VEND,Rodriguez,et Fils,AT,CAD,5111277613,P,2026-02-06
0000001318,VEND,"Phillips, Bell and Mills",PLC,PL,KRW,1577504119,F,2022-10-02
0000001319,VEND,Müller GmbH,S.A.,AU,GBP,4070873711,P,2019-09-07
0000001320,VEND,Seifert,Inc,FR,EUR,,D,2014-04-07
0000001321,VEND,合同会社佐藤保険,,KR,KRW,0788586189,F,2014-09-10
0000001322,VEND,Hunter Group,SA,KR,CNY,2448737227,F,2011-07-23
0000001323,VEND,"Hughes, Ray and Mcdaniel",Inc,NL,EUR,6387239517,E,2018-07-25
0000001324,VEND,Weaver-Ramos,S.A.,SE,USD,,P,2014-11-01
0000001325,VEND,Jones-Middleton,Inc,BE,EUR,6030086386,P,2021-02-15
0000001326,VEND,Aragão,et Fils,BR,EUR,5339916037,E,2016-06-18
0000001327,VEND,Cirino Ltda.,,BE,EUR,9145823086,F,2011-09-01
0000001328,VEND,Noël,AG,US,KRW,8882270734,J,2018-07-14
0000001329,VEND,Bird-Davies,et Fils,BE,CAD,,F,2023-04-28
0000001330,VEND,Löchel Gieß e.V.,e Filhos,DE,GBP,2250789565,E,2018-08-29
0000001331,VEND,White-Rice,,SE,EUR,,J,2025-08-04
0000001332,VEND,田中食品株式会社,S.A.,CN,EUR,,F,2021-12-06
0000001333,VEND,"Powell, Dodd and Pearson",PLC,CH,EUR,3742028281,J,2016-10-03
0000001334,VEND,Evrard Gimenez SARL,Inc,ES,CNY,7317706756,E,2012-09-21
0000001335,VEND,Bauer Bonbach GmbH & Co. KG,Group,PL,AUD,,J,2015-10-29
0000001336,VEND,Riehl Stey AG,- EI,CH,EUR,0869919775,J,2012-11-15
0000001337,VEND,"Snyder, Wall and Poole",S.A.R.L.,SE,CNY,8906472422,F,2022-05-18
0000001338,VEND,Vaughn-Rodriguez,S.A.S.,AU,CHF,9659176121,J,2023-01-30
0000001339,VEND,合同会社佐藤運輸,,JP,USD,1613526425,J,2022-04-02
0000001341,VEND,渡辺通信合同会社,,JP,EUR,1885053545,E,2016-04-26
0000001342,VEND,Poulain Da Costa S.A.,AG,DE,GBP,5093488271,F,2011-06-26
0000001343,VEND,Brown-Villarreal,Group,NL,BRL,6103225648,E,2024-10-19
0000001344,VEND,Lagarde S.A.R.L.,,BE,EUR,,D,2023-08-13
0000001345,VEND,山田通信有限会社,AG & Co. OHG,US,EUR,4306638177,F,2014-09-07
0000001346,VEND,Pottier,PLC,JP,BRL,9609795255,F,2013-04-24
0000001347,VEND,Castro,,CH,EUR,8179948995,J,2012-02-06
0000001348,VEND,Pereira SARL,and Sons,CH,EUR,3452706243,F,2014-04-21
0000001349,VEND,شركة أرامكو السعودية,Ltd,AU,EUR,,P,2017-05-26
0000001350,VEND,Siering GmbH,LLC,KR,CNY,,E,2018-03-10
0000001351,VEND,Fisher-Garner,KG,DE,EUR,,D,2017-07-14
0000001353,VEND,Lejeune,,CH,EUR,6376005894,P,2021-10-01
0000001354,VEND,"Naylor, Andrews and Green",,IT,EUR,,D,2020-02-28
0000001355,VEND,鈴木電気株式会社,and Sons,IT,EUR,9622608195,E,2018-09-10
0000001356,VEND,Carvalho Costela - ME,GmbH,US,AUD,1772669164,F,2021-08-22
0000001357,VEND,Jenkins and Sons,,BR,CAD,,E,2015-10-07
0000001358,VEND,Bruder Meyer AG,S/A,MX,USD,2507532081,P,2025-07-04
0000001359,VEND,Royer Rousseau SA,LLC,US,EUR,8480328214,E,2013-11-14
0000001360,VEND,Fiebig,PLC,NL,CNY,,D,2014-04-13
0000001361,VEND,"James, Bennett and White",Ltda.,NL,CNY,8129042140,P,2021-10-02
0000001362,VEND,Mendes das Neves - ME,Ltda.,ES,CAD,2286651616,F,2022-09-04
0000001363,VEND,Palmer PLC,and Sons,SE,CHF,1418394669,J,2023-11-06
0000001364,VEND,Arnold-Martin,Inc,ES,EUR,7405225725,F,2022-12-16
0000001365,VEND,Turnbull-Lane,,GB,BRL,5860882235,J,2016-09-07
0000001366,VEND,合同会社村上農林,SARL,AU,CNY,,P,2013-12-18
0000001367,VEND,Perrin Besnard et Fils,S/A,CH,EUR,0008676436,P,2023-10-22
0000001368,VEND,Camargo S/A,GmbH,DE,EUR,1192045315,D,2014-02-07
0000001369,VEND,Vaughn-Rodriguez,Ltd,PL,CHF,6457466729,J,2026-06-21
0000001370,VEND,Godard,,DE,CNY,9936671340,F,2012-03-30
0000001371,VEND,James PLC,e.V.,BR,GBP,1936491336,D,2021-08-26
0000001372,VEND,Page Group,SARL,ES,EUR,6119198391,D,2019-02-06
0000001373,VEND,藤田印刷有限会社,,IN,CNY,6195633645,D,2024-05-27
0000001374,VEND,Ribeiro - ME,Group,US,AUD,6884622076,P,2013-09-16
0000001375,VEND,Riehl KGaA,LLC,IN,USD,,E,2025-12-09
0000001376,VEND,Matthäi,S.A.R.L.,DE,CAD,3397131169,J,2015-06-05
0000001377,VEND,Perrot,- ME,KR,KRW,4104339260,D,2016-03-16
0000001378,VEND,Scholl AG,Ltd,BR,GBP,8597037214,F,2023-07-24
0000001379,VEND,Macedo Machado S/A,PLC,KR,EUR,5036093612,E,2014-10-22
0000001380,VEND,Ferguson-Gordon,,FR,BRL,1335067864,P,2015-10-15
0000001381,VEND,伊藤ガス株式会社,Group,DE,EUR,8954287582,E,2019-08-31
0000001382,VEND,Riou S.A.,KG,SE,JPY,9632067715,J,2025-02-15
0000001383,VEND,"Solis, Smith and Williams",,NL,CAD,9951775657,P,2018-03-12
0000001384,VEND,Russell-Richardson,,FR,USD,7576011085,P,2022-12-19
0000001385,VEND,"Jones, Brown and Mellor",Ltda.,BE,AUD,1469023305,J,2017-08-31
0000001386,VEND,Fowler-Webb,Inc,PL,BRL,1983324823,E,2018-06-13
0000001387,VEND,"Wilkins, Mora and Phelps",OHG mbH,KR,CNY,5632003745,P,2023-02-09
0000001388,VEND,"Edwards, Francis and Thompson",,DE,EUR,0767759577,F,2023-12-10
0000001389,VEND,Gérard,Group,PL,JPY,,E,2014-11-19
0000001390,VEND,Vaillant,SARL,GB,CNY,5667684093,D,2018-07-27
0000001391,VEND,Hölzenbecher GmbH,S.A.,GB,GBP,,P,2021-04-01
0000001392,VEND,"Walker, Odom and Schmitt",S.A.,CA,EUR,2567342142,F,2013-05-31
0000001393,VEND,"Myers, Wagner and Brooks",Ltd,DE,CAD,4572826186,J,2024-01-14
0000001394,VEND,Coleman-Baker,Group,CA,BRL,4499707045,P,2016-09-20
0000001395,VEND,木村電気株式会社,Ltd,US,EUR,0611048657,D,2021-02-08
0000001396,VEND,後藤ガス有限会社,,JP,EUR,8324102464,J,2021-02-17
0000001397,VEND,Müller GmbH,,ES,GBP,3617928604,D,2024-07-08
0000001398,VEND,有限会社山口通信,- EI,DE,BRL,,F,2019-06-11
0000001399,VEND,清水農林合同会社,et Fils,GB,EUR,4312647386,F,2018-04-25
0000001400,VEND,Keudel,,AU,GBP,8374690647,D,2014-01-08
0000001401,VEND,da Luz,LLC,NL,AUD,8929031881,J,2021-07-18
0000001402,VEND,Gehringer Pärtzelt GmbH & Co. KG,GmbH & Co. KG,GB,AUD,6687098904,J,2014-03-19
0000001403,VEND,Lemoine Gaillard S.A.S.,- EI,MX,BRL,6621313071,P,2026-03-11
0000001404,VEND,Striebitz Barth GmbH,S.A.,MX,CAD,3796270464,F,2020-01-21
0000001406,VEND,Junck GbR,AG & Co. OHG,PL,KRW,4830132142,P,2014-04-10
0000001407,VEND,日本電気株式会社,Inc,AU,BRL,2635092636,P,2020-01-29
0000001408,VEND,"Wood, Hayes and Murphy",Group,CH,EUR,,D,2018-05-26
0000001409,VEND,Monteiro,Inc,AT,JPY,,F,2020-08-03
0000001411,VEND,Cichorius Mies KG,- EI,DE,EUR,9947593777,F,2021-05-07
0000001412,VEND,Lejeune Ramos S.A.,LLC,IN,EUR,1941974362,D,2014-05-20
0000001413,VEND,Goddard Ltd,Inc,CA,EUR,6256320190,P,2012-08-06
0000001414,VEND,Joyce-Greene,S.A.,GB,CHF,5538721477,P,2015-05-28
0000001416,VEND,Bryan LLC,PLC,MX,CNY,1273364722,D,2017-07-25
0000001417,VEND,有限会社山口水産,,DE,BRL,,J,2020-09-09
0000001418,VEND,Fournier S.A.R.L.,,IT,GBP,0097753738,F,2017-06-21
0000001419,VEND,Hein,PLC,NL,CHF,8041337801,D,2024-12-21
0000001420,VEND,合同会社松田保険,Inc,BR,CHF,1975609337,P,2023-12-26
0000001421,VEND,Karz Hettner AG & Co. KG,Ltd,SE,EUR,,D,2021-05-18
0000001422,VEND,"Naylor, Andrews and Green",Stiftung & Co. KGaA,NL,CNY,9970351557,J,2013-10-13
0000001423,VEND,西村印刷株式会社,Inc,IN,CAD,5420142969,D,2025-07-13
0000001424,VEND,Johnson-Holder,,IN,KRW,5022099246,D,2017-09-05
0000001425,VEND,Spencer and Sons,,MX,EUR,,F,2017-11-03
0000001426,VEND,Câmara,,IN,CHF,2102995722,P,2021-03-11
0000001427,VEND,合同会社長谷川農林,- EI,AU,CNY,8902248493,E,2014-08-20
0000001428,VEND,"Jones, Brown and Mellor",Group,US,EUR,7158770069,P,2022-11-13
0000001429,VEND,鈴木鉱業合同会社,Ltd,IN,EUR,7029841509,P,2019-05-14
0000001430,VEND,Costela Castro - ME,Inc,DE,USD,2591298738,J,2016-04-13
0000001431,VEND,Henderson LLC,and Sons,DE,EUR,4011349976,P,2017-06-29
0000001432,VEND,清水通信株式会社,S.A.S.,BE,EUR,,E,2018-12-02
0000001433,VEND,藤井水産有限会社,SA,NL,BRL,2315611933,E,2016-12-09
0000001434,VEND,Maillet SA,,AU,EUR,5866630496,D,2014-08-01
0000001436,VEND,Almeida,PLC,PL,CNY,7646377227,J,2017-02-26
0000001437,VEND,"Smith, Henry and Jones",,BE,EUR,7744620609,F,2016-03-26
0000001438,VEND,Mendes Gomes e Filhos,PLC,CN,CAD,7245897419,P,2012-07-19
0000001439,VEND,"Graves, Leblanc and Hayes",e Filhos,CN,AUD,2737614998,F,2026-03-16
0000001440,VEND,有限会社池田銀行,,FR,USD,,E,2024-11-30
0000001441,VEND,Araújo S.A.,- EI,PL,USD,0493677763,J,2025-10-10
0000001442,VEND,Silva,S.A.,PL,CHF,4627988779,E,2026-06-13
0000001443,VEND,Peltier,- ME,SE,CHF,0155989270,D,2013-06-29
0000001444,VEND,Kensy Kabus GmbH,,NL,EUR,8720000234,P,2024-08-30
0000001445,VEND,Allen and Sons,,CH,KRW,4555481244,P,2017-03-01
0000001446,VEND,Morin Le Roux SA,,CH,KRW,8322274772,F,2025-01-07
0000001447,VEND,"Turner, Taylor and Hernandez",S.A.,CN,JPY,0387307210,E,2016-03-14
0000001448,VEND,Wilmsen GbR,SA,JP,EUR,4246474000,D,2016-08-27
0000001449,VEND,小川情報有限会社,,DE,CNY,,D,2013-12-22
0000001450,VEND,Charles,,MX,CAD,8653469328,P,2019-05-25
0000001451,VEND,Elliott-Curtis,,FR,USD,8921789070,J,2021-09-04
0000001452,VEND,Marion Barre SA,SA,SE,GBP,8019428978,D,2016-01-05
0000001453,VEND,Vallet,- EI,IT,GBP,0504456673,P,2017-03-24
0000001454,VEND,株式会社佐藤ガス,- ME,DE,EUR,,J,2012-12-18
0000001455,VEND,Deschamps,SARL,SE,BRL,6400218642,P,2017-04-15
0000001456,VEND,Paul Klein S.A.S.,,ES,KRW,1315151947,E,2021-05-31
0000001457,VEND,株式会社三浦水産,e.G.,AU,AUD,5031510300,P,2018-08-11
0000001458,VEND,Holt-Pritchard,,SE,USD,1611433931,F,2015-06-10
0000001459,VEND,"Barker, Watson and Stevens",- EI,SE,EUR,7674885442,F,2011-09-25
0000001460,VEND,da Conceição Araújo Ltda.,S.A.R.L.,JP,EUR,0384868174,D,2020-08-19
0000001461,VEND,Couturier S.A.R.L.,and Sons,CH,BRL,8418542811,E,2018-11-01
0000001462,VEND,Caspar Stiftung & Co. KG,,SE,EUR,,D,2022-03-08
0000001463,VEND,有限会社近藤水産,,JP,EUR,6446776982,J,2012-05-23
0000001464,VEND,Abbott Ltd,,JP,GBP,7627961128,E,2018-10-31
0000001465,VEND,Carter-Silva,Inc,KR,EUR,2659616350,D,2025-12-06
0000001466,VEND,Pölitz Klemm AG & Co. OHG,,CH,KRW,2773491053,J,2025-07-06
0000001467,VEND,Karge,and Sons,ES,GBP,7952287363,E,2014-10-25
0000001468,VEND,"Frazier, Guerrero and Miller",S.A.,DE,EUR,3121691388,J,2016-01-03
0000001469,VEND,Austermühle GmbH,Ltd,AT,CNY,,P,2020-08-19
0000001470,VEND,日本電気株式会社,,CA,EUR,0740123666,E,2019-02-15
0000001471,VEND,Gerlach,Group,FR,EUR,2375277975,P,2022-02-14
0000001472,VEND,Porto,et Fils,AT,USD,,J,2021-07-10
0000001473,VEND,Meyer Müller AG & Co. KG,PLC,NL,USD,9620299259,J,2011-11-09
0000001474,VEND,Pechel Geisler AG,- EI,DE,EUR,3772486507,F,2019-05-19
0000001475,VEND,Kaul GbR,Ltda.,CN,USD,,E,2016-02-26
0000001476,VEND,Robin Leclerc S.A.,S.A.,US,EUR,5010264391,J,2021-10-13
0000001477,VEND,Bryant Group,Ltd,AT,JPY,4444703373,D,2024-12-30
0000001478,VEND,Chevalier et Fils,Ltd,IT,KRW,1247687139,F,2011-09-30
0000001479,VEND,Gomes,- EI,GB,JPY,1930315842,F,2024-11-29
0000001480,VEND,Garza-Williams,,AT,EUR,8269243935,E,2024-03-26
0000001481,VEND,Müller GmbH,S/A,IN,USD,,J,2012-06-02
0000001482,VEND,Weitzel Bauer AG,Group,DE,JPY,7528787473,J,2018-11-07
0000001483,VEND,West-Cunningham,,MX,AUD,0389520781,P,2021-02-26
0000001484,VEND,Bryant Ltd,Inc,AU,CNY,9206860752,E,2012-01-26
0000001485,VEND,Bennett-Perkins,Ltd,MX,BRL,3899025404,J,2015-04-29
0000001486,VEND,Royer,Group,DE,CNY,8208138054,D,2024-06-26
0000001487,VEND,Barthelemy,,GB,EUR,9588337261,D,2025-04-21
0000001488,VEND,Lachmann e.V.,,KR,JPY,8236301964,F,2011-07-31
0000001489,VEND,Hyde-Webster,Inc,KR,KRW,,E,2025-02-03
0000001490,VEND,Albert,PLC,FR,EUR,3519132364,F,2016-02-09
0000001491,VEND,Seidel GmbH & Co. OHG,Inc,AU,EUR,1073799649,P,2011-07-04
0000001492,VEND,Johnson PLC,Ltd,CH,CAD,4178810524,F,2020-11-19
0000001493,VEND,Jennings PLC,Stiftung & Co. KG,CH,EUR,4056068642,E,2014-11-10
0000001494,VEND,Vasconcelos da Costa S.A.,PLC,CA,CHF,,J,2012-08-08
0000001495,VEND,Rhodes Ltd,KG,JP,EUR,3567684037,F,2019-03-26
0000001496,VEND,"Moore, Munoz and Blankenship",,SE,AUD,,F,2022-06-23
0000001497,VEND,Nguyen-Buck,Group,SE,CNY,,E,2012-09-13
0000001498,VEND,Pichon,,JP,KRW,0280995673,P,2016-12-28
0000001499,VEND,"Dorsey, Gonzalez and Butler",,CA,USD,3610590280,F,2015-01-11
0000001500,VEND,太田ガス合同会社,Inc,IT,BRL,,E,2013-11-12
0000001501,VEND,Campbell PLC,Ltda.,IN,AUD,9350228096,J,2019-11-16
0000001502,VEND,Smith-Williamson,,JP,CAD,5551982216,D,2023-01-09
0000001503,VEND,"Rice, Hood and Barnes",PLC,CA,BRL,4390574459,D,2024-01-29
0000001505,VEND,Foucher,Ltd,KR,AUD,1928554534,F,2011-07-12
0000001506,VEND,斎藤印刷有限会社,Ltda.,FR,USD,4229917244,J,2025-02-15
0000001507,VEND,Nogueira Ltda.,S.A.,SE,EUR,7755949583,J,2018-05-26
0000001508,VEND,Gaudin,,BR,EUR,6406142421,J,2026-03-30
0000001509,VEND,佐藤銀行合同会社,AG & Co. OHG,CN,CAD,8065267497,J,2024-03-23
0000001510,VEND,Viana e Filhos,Ltd,IN,EUR,,J,2017-08-03
0000001511,VEND,Köhler Tintzmann KG,Group,AT,EUR,3298187417,F,2021-05-03
0000001512,VEND,Jones Inc,S.A.,GB,CHF,0485455025,E,2013-03-08
0000001513,VEND,شركة أرامكو السعودية,PLC,AT,CAD,4107686089,F,2016-08-20
0000001514,VEND,Diaz-Martin,,IN,AUD,1317509080,P,2017-02-23
0000001515,VEND,Garrett Ltd,SARL,SE,AUD,3993492588,E,2016-08-06
0000001516,VEND,Mitschke GbR,Group,GB,EUR,0144762238,E,2011-10-26
0000001517,VEND,山本通信株式会社,Ltd,JP,EUR,8504061880,D,2018-01-12
0000001518,VEND,Adam S.A.,,IT,KRW,6333341892,P,2022-05-18
0000001519,VEND,Löffler,,MX,EUR,7374206735,F,2012-05-20
0000001520,VEND,شركة أرامكو السعودية,,CA,CNY,,D,2014-06-18
0000001521,VEND,Société Générale,Ltd,US,CHF,2869287614,E,2018-08-31
0000001522,VEND,Staude,e Filhos,ES,EUR,0300548303,P,2017-04-24
0000001523,VEND,Hill Inc,e Filhos,CA,USD,8348848663,D,2014-06-02
0000001524,VEND,Müller GmbH,,DE,USD,9772540299,F,2011-10-22
0000001525,VEND,Tanguy,- EI,ES,EUR,2801822710,E,2019-01-07
0000001526,VEND,Lewis PLC,PLC,AU,CAD,2122611238,F,2015-06-23
0000001527,VEND,Tintzmann Stiftung & Co. KG,,US,BRL,7419614045,P,2023-10-24
0000001528,VEND,日本電気株式会社,,FR,EUR,8250303372,J,2022-05-17
0000001529,VEND,Phillips LLC,GmbH & Co. KGaA,SE,JPY,,E,2015-09-03
0000001530,VEND,有限会社福田保険,S/A,US,EUR,2371782174,E,2019-02-21
0000001531,VEND,有限会社高橋農林,,CH,AUD,2867006263,F,2019-09-02
0000001532,VEND,"Le, Hamilton and Burch",- EI,MX,GBP,1998138525,D,2025-09-19
0000001533,VEND,鈴木印刷株式会社,Inc,CN,EUR,,D,2021-10-23
0000001534,VEND,Hübel AG,S.A.,PL,KRW,9291752989,F,2020-07-28
0000001535,VEND,Müller GmbH,LLC,PL,EUR,4262154385,E,2024-04-15
0000001536,VEND,Smith LLC,S/A,CH,CAD,9458108585,D,2011-10-08
0000001537,VEND,山田情報合同会社,Inc,IT,CHF,2730294578,P,2020-04-06
0000001538,VEND,Müller GmbH,S.A.,GB,CAD,5437069545,D,2022-02-02
0000001539,VEND,Cavalcante S.A.,- ME,IT,EUR,9399440972,D,2025-05-07
0000001540,VEND,Alexandre S.A.,S.A.,AT,EUR,,F,2014-10-19
0000001541,VEND,近藤銀行有限会社,e Filhos,CN,EUR,7386693269,E,2012-10-31
0000001542,VEND,小川電気有限会社,- ME,MX,GBP,5386306315,J,2022-08-01
0000001543,VEND,Richardson-Chadwick,Group,PL,EUR,7463729099,F,2023-01-24
0000001544,VEND,"Figueroa, Smith and Barker",AG & Co. KG,GB,EUR,0171438597,D,2021-08-30
0000001545,VEND,Pacheco - EI,SA,DE,CAD,2739416873,F,2016-11-18
0000001546,VEND,Mentzel,LLC,AU,CNY,2228074022,F,2018-05-16
0000001547,VEND,Gomez and Sons,Group,IN,BRL,,P,2026-04-04
0000001548,VEND,株式会社近藤運輸,GbR,CN,GBP,1268061336,E,2023-04-18
0000001549,VEND,株式会社三浦印刷,,NL,CAD,3893206087,F,2013-12-28
0000001550,VEND,Cavalcante S.A.,,PL,BRL,3841319752,J,2014-10-05
0000001551,VEND,Benthin Stiftung & Co. KGaA,,AT,EUR,,F,2017-09-18
0000001552,VEND,Castro S/A,S.A.R.L.,AU,EUR,3668562208,F,2015-09-23
0000001553,VEND,山口通信有限会社,,NL,EUR,,J,2021-04-29
0000001554,VEND,Barbosa,PLC,IT,USD,3184680464,D,2015-07-16
0000001555,VEND,"Lopez, Hickman and Smith",GmbH & Co. OHG,AT,CHF,1396255814,E,2014-04-10
0000001556,VEND,Lees-Butler,PLC,IN,EUR,9527829101,P,2016-08-29
0000001557,VEND,Aragão,Inc,BR,EUR,3636315441,F,2025-03-06
0000001558,VEND,Alves,Ltd,IN,CAD,8028957213,E,2011-07-30
0000001559,VEND,Gimenez,Ltd,SE,CAD,9019343476,E,2013-05-02
0000001560,VEND,da Cruz,Ltd,DE,CHF,1041023135,F,2018-08-25
0000001561,VEND,Stanley-Nash,LLC,AU,EUR,9891850336,D,2016-12-14
0000001562,VEND,"Thomas, Welch and Williams",Inc,US,JPY,7384427733,P,2018-10-22
0000001563,VEND,Hoareau Blot SARL,and Sons,BE,GBP,1751633073,J,2014-03-18
0000001565,VEND,Valette,LLC,JP,CNY,6538920392,F,2025-09-05
0000001566,VEND,Lopez PLC,GmbH,CH,USD,2212405646,E,2014-11-05
0000001567,VEND,Simon Ltd,- ME,MX,AUD,0077480281,J,2022-03-04
0000001568,VEND,Griffin and Sons,,SE,EUR,,P,2024-02-28
0000001569,VEND,Bouvier,SA,NL,CHF,,F,2017-10-28
0000001570,VEND,Kühnert GmbH & Co. KG,e Filhos,FR,KRW,,P,2013-12-01
0000001571,VEND,Heydrich Bachmann AG,S.A.,PL,CNY,4830233353,P,2022-09-06
0000001572,VEND,Lewis Ltd,PLC,FR,GBP,5235654759,J,2017-05-31
0000001573,VEND,松本情報有限会社,and Sons,US,CAD,4101484449,J,2018-09-04
0000001574,VEND,Weller Kostolzin Stiftung & Co. KG,,DE,USD,4163434577,F,2016-08-11
0000001575,VEND,Hahn OHG mbH,,AU,USD,1962130631,J,2025-06-08
0000001576,VEND,"Armstrong, Mahmood and Morgan",S/A,AT,CAD,9680324526,F,2015-10-27
0000001577,VEND,Cox LLC,,SE,CAD,0949226161,D,2017-07-27
0000001578,VEND,Nogueira,LLC,IT,KRW,,E,2015-06-11
0000001579,VEND,"Atkinson, Walters and Martin",- ME,IN,USD,8762644768,P,2016-09-08
0000001580,VEND,da Cunha,- ME,CN,CHF,6895532928,E,2024-12-30
0000001581,VEND,合同会社中村情報,,GB,EUR,4270117135,D,2021-03-07
0000001582,VEND,Renner Löchel AG & Co. KG,,US,USD,4715892660,F,2017-10-10
0000001583,VEND,White PLC,,US,CNY,6681031494,D,2021-11-09
0000001585,VEND,Fritsch Caspar AG,Group,US,BRL,4639981829,P,2011-09-11
0000001586,VEND,Le Goff,e.V.,US,USD,,P,2015-03-04
0000001587,VEND,"Gregory, Jenkins and Mitchell",SARL,IT,AUD,,D,2023-08-25
0000001588,VEND,Viana,Group,BR,CAD,5674664896,D,2021-05-14
0000001589,VEND,Gomes S.A.,LLC,CN,USD,7223313573,J,2022-11-30
0000001590,VEND,Bonnet,Inc,IT,EUR,1704854351,J,2018-10-27
0000001591,VEND,Bernier S.A.R.L.,Inc,US,KRW,3763085107,D,2013-11-03
0000001593,VEND,有限会社田中食品,,AT,CNY,1687643739,E,2020-11-20
0000001594,VEND,Souza,S.A.,KR,BRL,1617148397,F,2022-06-06
0000001595,VEND,Fox Inc,,BE,USD,0265720482,F,2013-09-27
0000001596,VEND,Blin,- ME,ES,EUR,4233367537,J,2025-12-02
0000001597,VEND,Bousquet Coste SA,,DE,GBP,5421747004,D,2023-05-19
0000001598,VEND,Coleman-Whitaker,S.A.R.L.,CN,EUR,0466379916,F,2024-05-15
0000001599,VEND,株式会社渡辺水産,and Sons,MX,CHF,3479838005,F,2017-06-04
0000001600,VEND,前田農林有限会社,,AU,BRL,,J,2014-04-12
0000001601,VEND,山本運輸有限会社,LLC,IT,CAD,8268280549,E,2016-10-24
0000001602,VEND,佐藤銀行合同会社,,AT,CNY,6140178251,P,2026-06-24
0000001603,VEND,Wilmsen,LLC,IT,EUR,,E,2021-03-03
0000001604,VEND,Mccormick-Mason,Inc,AU,EUR,9146801574,D,2021-06-20
0000001605,VEND,Salmon SA,SARL,BR,EUR,8085778268,E,2013-06-27
0000001606,VEND,Mende,- ME,CN,EUR,1710645130,E,2018-02-22
0000001607,VEND,Weber Rocher S.A.S.,,MX,JPY,4676687496,P,2013-04-02
0000001609,VEND,Tschentscher Döring AG,,BR,USD,3024239109,P,2022-06-08
0000001610,VEND,Henderson and Sons,,JP,BRL,1717153714,D,2017-10-02
0000001611,VEND,Reyes-Washington,PLC,CN,CNY,1376731793,E,2025-03-23
0000001612,VEND,Cunha Cardoso - ME,S.A.S.,CA,GBP,,D,2017-10-23
0000001613,VEND,Campbell-Moore,,DE,GBP,,E,2024-11-09
0000001614,VEND,佐藤建設有限会社,Ltd,IT,EUR,3121156868,P,2015-01-30
0000001615,VEND,Jean,,GB,EUR,5277003980,J,2021-01-21
0000001616,VEND,Morris-Leonard,Group,DE,BRL,2756813519,D,2013-06-04
0000001617,VEND,有限会社三浦通信,,AT,JPY,8614290081,E,2011-08-10
0000001618,VEND,Marchal,LLC,AU,CNY,1090993922,F,2024-07-14
0000001619,VEND,"Brown, Reyes and Lawrence",LLC,PL,GBP,4140313453,D,2021-06-10
0000001620,VEND,شركة أرامكو السعودية,Inc,AU,EUR,,D,2022-08-24
0000001621,VEND,Kambs Drewes GmbH,and Sons,MX,AUD,,F,2023-10-09
0000001622,VEND,Sá,KG,DE,EUR,0294427610,P,2015-06-05
0000001623,VEND,日本電気株式会社,,AT,CAD,0907108457,F,2016-04-30
