PO_NUMBER,VENDOR,COMPANY_CODE,PURCH_ORG,CURRENCY,DOCUMENT_DATE,STATUS
0200001844,0000000175,1000,PO03,USD,2022-09-16,OPEN
0200001846,0000001009,3000,PO03,USD,2022-09-22,OPEN
0200001847,0000001570,4000,PO02,USD,2022-09-25,OPEN
0200001848,0000000310,4000,PO03,USD,2022-09-27,OPEN
0200001850,0000000270,4000,PO03,USD,2022-09-30,OPEN
0200001851,0000001051,5000,PO02,USD,2022-10-02,OPEN
0200001852,0000000609,3000,PO03,USD,2022-10-04,OPEN
0200001853,0000000809,4000,PO03,USD,2022-10-06,OPEN
0200001855,0000001412,3000,PO03,USD,2022-10-10,OPEN
0200001858,0000001747,4000,PO03,USD,2022-10-16,OPEN
0200001859,0000000326,4000,PO02,USD,2022-10-18,OPEN
0200001860,0000001545,3000,PO03,USD,2022-10-18,OPEN
0200001861,0000001922,5000,PO03,USD,2022-10-21,OPEN
0200001862,0000000723,4000,PO03,USD,2022-10-22,OPEN
0200001863,0000001262,4000,PO02,USD,2022-10-24,OPEN
0200001864,0000000716,1000,PO03,USD,2022-10-24,OPEN
0200001865,0000001985,3000,PO02,USD,2022-10-25,OPEN
0200001866,0000001768,4000,PO02,USD,2022-10-26,OPEN
0200001868,0000001438,1000,PO02,USD,2022-10-30,OPEN
0200001870,0000001428,1000,PO03,USD,2022-11-02,OPEN
0200001871,0000001747,1000,PO03,USD,2022-11-04,OPEN
0200001872,0000001163,4000,PO02,USD,2022-11-05,OPEN
0200001874,0000000875,5000,PO01,USD,2022-11-06,OPEN
0200001876,0000001359,5000,PO02,USD,2022-11-11,OPEN
0200001877,0000000355,4000,PO02,USD,2022-11-12,OPEN
0200001878,0000000100,1000,PO01,USD,2022-11-15,OPEN
0200001880,0000000569,1000,PO03,USD,2022-11-16,OPEN
0200001884,0000000752,2000,PO02,USD,2022-11-22,OPEN
0200001885,0000001030,2000,PO01,USD,2022-11-24,OPEN
0200001886,0000001748,1000,PO03,USD,2022-11-26,OPEN
0200001888,0000000308,4000,PO03,USD,2022-11-28,OPEN
0200001889,0000000526,1000,PO01,USD,2022-11-29,OPEN
0200001890,0000000094,5000,PO02,USD,2022-11-29,OPEN
0200001891,0000000586,1000,PO03,USD,2022-12-01,OPEN
0200001892,0000000027,5000,PO01,USD,2022-12-04,OPEN
0200001895,0000000459,2000,PO01,USD,2022-12-06,OPEN
0200001896,0000001505,1000,PO03,USD,2022-12-07,OPEN
0200001898,0000000936,4000,PO02,USD,2022-12-10,OPEN
0200001900,0000000646,1000,PO01,USD,2022-12-11,OPEN
0200001902,0000001346,3000,PO02,USD,2022-12-14,OPEN
0200001903,0000001768,3000,PO03,USD,2022-12-14,OPEN
0200001904,0000001201,3000,PO02,USD,2022-12-16,OPEN
0200001905,0000001702,5000,PO03,USD,2022-12-18,OPEN
0200001907,0000001783,2000,PO01,USD,2022-12-21,OPEN
0200001908,0000000639,1000,PO02,USD,2022-12-24,OPEN
0200001910,0000000312,4000,PO02,USD,2022-12-25,OPEN
0200001911,0000000824,5000,PO03,USD,2022-12-28,OPEN
0200001912,0000001831,5000,PO03,USD,2022-12-28,OPEN
0200001914,0000001749,3000,PO03,USD,2022-12-29,OPEN
0200001916,0000000730,4000,PO03,USD,2022-12-30,OPEN
0200001917,0000000463,4000,PO02,USD,2023-01-02,OPEN
0200001918,0000001813,1000,PO02,USD,2023-01-03,OPEN
0200001919,0000000307,4000,PO02,USD,2023-01-04,OPEN
0200001921,0000001901,4000,PO01,USD,2023-01-09,OPEN
0200001922,0000000348,4000,PO02,USD,2023-01-12,OPEN
0200001923,0000001349,2000,PO02,USD,2023-01-12,OPEN
0200001924,0000001092,5000,PO01,USD,2023-01-15,OPEN
0200001925,0000001319,4000,PO01,USD,2023-01-18,OPEN
0200001926,0000001671,5000,PO01,USD,2023-01-20,OPEN
0200001927,0000000891,3000,PO03,USD,2023-01-22,OPEN
0200001928,0000000501,1000,PO02,USD,2023-01-22,OPEN
0200001929,0000000772,2000,PO01,USD,2023-01-25,OPEN
0200001930,0000001254,2000,PO03,USD,2023-01-28,OPEN
0200001931,0000000622,3000,PO02,USD,2023-01-30,OPEN
0200001932,0000000434,3000,PO03,USD,2023-01-31,OPEN
0200001933,0000001733,3000,PO02,USD,2023-02-02,OPEN
0200001934,0000001715,3000,PO02,USD,2023-02-04,OPEN
0200001935,0000001891,4000,PO01,USD,2023-02-05,OPEN
0200001936,0000000415,2000,PO01,USD,2023-02-06,OPEN
0200001937,0000000773,5000,PO02,USD,2023-02-09,OPEN
0200001939,0000001563,4000,PO02,USD,2023-02-12,OPEN
0200001940,0000000883,3000,PO02,USD,2023-02-12,OPEN
0200001941,0000000033,1000,PO02,USD,2023-02-13,OPEN
0200001943,0000001010,4000,PO01,USD,2023-02-13,OPEN
0200001944,0000001871,5000,PO02,USD,2023-02-15,OPEN
0200001945,0000001863,2000,PO03,USD,2023-02-17,OPEN
0200001946,0000000074,3000,PO01,USD,2023-02-18,OPEN
0200001950,0000001688,1000,PO01,USD,2023-02-26,OPEN
0200001951,0000001845,5000,PO02,USD,2023-03-01,OPEN
0200001954,0000001060,2000,PO01,USD,2023-03-07,OPEN
0200001956,0000000715,1000,PO03,USD,2023-03-13,OPEN
0200001958,0000001860,2000,PO02,USD,2023-03-14,OPEN
0200001959,0000001898,2000,PO02,USD,2023-03-14,OPEN
0200001960,0000000611,1000,PO02,USD,2023-03-15,OPEN
0200001961,0000000368,1000,PO02,USD,2023-03-18,OPEN
0200001963,0000000927,4000,PO03,USD,2023-03-19,OPEN
0200001964,0000001739,5000,PO01,USD,2023-03-19,OPEN
0200001967,0000000457,5000,PO02,USD,2023-03-25,OPEN
0200001970,0000001851,1000,PO02,USD,2023-03-29,OPEN
0200001973,0000001233,5000,PO03,USD,2023-03-31,OPEN
0200001974,0000000639,3000,PO02,USD,2023-04-02,OPEN
0200001975,0000001017,4000,PO02,USD,2023-04-02,OPEN
0200001977,0000001332,2000,PO02,USD,2023-04-07,OPEN
0200001978,0000000919,5000,PO03,USD,2023-04-07,OPEN
0200001979,0000000146,3000,PO02,USD,2023-04-09,OPEN
0200001982,0000001129,5000,PO01,USD,2023-04-14,OPEN
0200001983,0000000253,3000,PO02,USD,2023-04-14,OPEN
0200001984,0000000987,2000,PO03,USD,2023-04-16,OPEN
0200001986,0000000949,5000,PO01,USD,2023-04-17,OPEN
0200001988,0000001672,2000,PO02,USD,2023-04-21,OPEN
0200001989,0000001945,1000,PO02,USD,2023-04-23,OPEN
0200001990,0000001495,4000,PO03,USD,2023-04-25,OPEN
0200001991,0000001939,2000,PO02,USD,2023-04-27,OPEN
0200001992,0000000059,3000,PO02,USD,2023-04-28,OPEN
0200001994,0000001891,3000,PO02,USD,2023-04-30,OPEN
0200001995,0000001349,1000,PO03,USD,2023-05-01,OPEN
0200001996,0000001828,1000,PO03,USD,2023-05-01,OPEN
0200001997,0000001262,5000,PO01,USD,2023-05-01,OPEN
0200001998,0000001558,3000,PO03,USD,2023-05-03,OPEN
0200001999,0000001863,3000,PO03,USD,2023-05-04,OPEN
0200002000,0000001648,4000,PO02,USD,2023-05-06,OPEN
0200002001,0000001101,2000,PO02,USD,2023-05-06,OPEN
0200002003,0000001369,3000,PO02,USD,2023-05-08,OPEN
0200002004,0000001818,4000,PO02,USD,2023-05-11,OPEN
0200002006,0000001994,4000,PO02,USD,2023-05-13,OPEN
0200002007,0000000379,2000,PO01,USD,2023-05-16,OPEN
0200002008,0000000396,5000,PO03,USD,2023-05-18,OPEN
0200002009,0000001663,2000,PO02,USD,2023-05-19,OPEN
0200002010,0000000403,4000,PO02,USD,2023-05-21,OPEN
0200002011,0000000527,5000,PO03,USD,2023-05-21,OPEN
0200002012,0000001202,4000,PO02,USD,2023-05-24,OPEN
0200002013,0000001951,4000,PO02,USD,2023-05-27,OPEN
0200002014,0000000832,3000,PO02,USD,2023-05-28,OPEN
0200002017,0000001129,2000,PO02,USD,2023-06-02,OPEN
0200002019,0000000987,4000,PO02,USD,2023-06-05,OPEN
0200002020,0000000808,2000,PO02,USD,2023-06-06,OPEN
0200002021,0000000108,4000,PO02,USD,2023-06-07,OPEN
0200002022,0000001736,3000,PO02,USD,2023-06-09,OPEN
0200002023,0000001580,2000,PO02,USD,2023-06-10,OPEN
0200002024,0000001342,4000,PO01,USD,2023-06-13,OPEN
0200002025,0000001429,4000,PO02,USD,2023-06-14,OPEN
0200002028,0000000008,3000,PO02,USD,2023-06-17,OPEN
0200002029,0000000871,5000,PO03,USD,2023-06-19,OPEN
0200002031,0000000313,4000,PO01,USD,2023-06-21,OPEN
0200002033,0000000334,2000,PO03,USD,2023-06-21,OPEN
0200002034,0000001961,5000,PO03,USD,2023-06-24,OPEN
0200002035,0000001786,5000,PO02,USD,2023-06-26,OPEN
0200002036,0000000066,4000,PO02,USD,2023-06-29,OPEN
0200002037,0000001029,1000,PO02,USD,2023-07-02,OPEN
0200002038,0000001267,3000,PO03,USD,2023-07-03,OPEN
0200002039,0000001724,4000,PO03,USD,2023-07-03,OPEN
0200002040,0000000083,3000,PO02,USD,2023-07-05,OPEN
0200002041,0000001164,4000,PO02,USD,2023-07-05,OPEN
0200002043,0000000011,4000,PO03,USD,2023-07-08,OPEN
0200002044,0000001398,5000,PO02,USD,2023-07-10,OPEN
0200002045,0000001891,5000,PO03,USD,2023-07-11,OPEN
0200002047,0000001171,4000,PO03,USD,2023-07-13,OPEN
0200002048,0000000994,1000,PO03,USD,2023-07-15,OPEN
0200002052,0000000005,3000,PO03,USD,2023-07-23,OPEN
0200002055,0000000989,3000,PO03,USD,2023-07-29,OPEN
0200002057,0000001120,1000,PO02,USD,2023-08-03,OPEN
0200002058,0000001661,3000,PO03,USD,2023-08-04,OPEN
0200002059,0000001905,3000,PO01,USD,2023-08-04,OPEN
0200002062,0000001168,2000,PO02,USD,2023-08-06,OPEN
0200002063,0000001800,1000,PO01,USD,2023-08-08,OPEN
0200002065,0000001363,3000,PO02,USD,2023-08-09,OPEN
0200002066,0000001155,4000,PO03,USD,2023-08-12,OPEN
0200002067,0000000023,1000,PO03,USD,2023-08-15,OPEN
0200002069,0000001823,4000,PO02,USD,2023-08-17,OPEN
0200002070,0000001562,3000,PO02,USD,2023-08-19,OPEN
0200002071,0000001986,1000,PO02,USD,2023-08-19,OPEN
0200002072,0000001565,5000,PO01,USD,2023-08-20,OPEN
0200002073,0000000347,4000,PO01,USD,2023-08-22,OPEN
0200002075,0000001337,4000,PO02,USD,2023-08-28,OPEN
0200002076,0000001454,1000,PO02,USD,2023-08-31,OPEN
0200002078,0000001862,1000,PO01,USD,2023-09-05,OPEN
0200002079,0000000138,4000,PO01,USD,2023-09-07,OPEN
0200002080,0000000704,5000,PO01,USD,2023-09-09,OPEN
0200002081,0000000109,2000,PO01,USD,2023-09-11,OPEN
0200002083,0000000800,3000,PO02,USD,2023-09-12,OPEN
0200002084,0000001753,1000,PO03,USD,2023-09-13,OPEN
0200002086,0000001428,4000,PO02,USD,2023-09-14,OPEN
0200002087,0000000925,1000,PO01,USD,2023-09-14,OPEN
0200002088,0000000440,1000,PO03,USD,2023-09-15,OPEN
0200002090,0000001154,5000,PO01,USD,2023-09-19,OPEN
0200002092,0000001756,4000,PO02,USD,2023-09-20,OPEN
0200002093,0000000823,5000,PO03,USD,2023-09-22,OPEN
0200002094,0000000086,4000,PO02,USD,2023-09-23,OPEN
0200002096,0000001764,3000,PO01,USD,2023-09-26,OPEN
0200002098,0000001986,2000,PO01,USD,2023-09-28,OPEN
0200002099,0000000548,1000,PO02,USD,2023-09-29,OPEN
0200002100,0000001262,2000,PO01,USD,2023-10-02,OPEN
0200002101,0000001190,1000,PO02,USD,2023-10-05,OPEN
0200002102,0000000201,5000,PO03,USD,2023-10-07,OPEN
0200002103,0000000893,4000,PO01,USD,2023-10-08,OPEN
0200002104,0000001269,1000,PO01,USD,2023-10-09,OPEN
0200002106,0000001116,5000,PO02,USD,2023-10-11,OPEN
0200002107,0000001758,5000,PO02,USD,2023-10-13,OPEN
0200002108,0000001376,1000,PO02,USD,2023-10-13,OPEN
0200002110,0000000596,4000,PO01,USD,2023-10-16,OPEN
0200002111,0000000053,5000,PO02,USD,2023-10-19,OPEN
0200002113,0000001467,2000,PO02,USD,2023-10-19,OPEN
0200002114,0000000895,3000,PO02,USD,2023-10-22,OPEN
0200002115,0000000175,1000,PO03,USD,2023-10-25,OPEN
0200002116,0000000379,5000,PO02,USD,2023-10-26,OPEN
0200002118,0000001601,5000,PO03,USD,2023-10-26,OPEN
0200002119,0000001910,5000,PO03,USD,2023-10-26,OPEN
0200002120,0000001012,5000,PO02,USD,2023-10-27,OPEN
0200002121,0000001059,3000,PO02,USD,2023-10-30,OPEN
0200002122,0000001575,3000,PO02,USD,2023-10-30,OPEN
0200002123,0000001689,2000,PO03,USD,2023-11-02,OPEN
0200002124,0000000418,2000,PO02,USD,2023-11-02,OPEN
0200002125,0000000685,3000,PO02,USD,2023-11-02,OPEN
0200002126,0000001042,3000,PO03,USD,2023-11-04,OPEN
0200002127,0000000724,3000,PO02,USD,2023-11-06,OPEN
0200002128,0000001669,4000,PO01,USD,2023-11-09,OPEN
0200002129,0000001246,4000,PO03,USD,2023-11-10,OPEN
0200002132,0000000977,2000,PO02,USD,2023-11-14,OPEN
0200002133,0000001457,5000,PO02,USD,2023-11-14,OPEN
0200002134,0000001235,2000,PO02,USD,2023-11-16,OPEN
0200002135,0000001257,1000,PO02,USD,2023-11-17,OPEN
0200002139,0000001146,4000,PO02,USD,2023-11-23,OPEN
0200002140,0000000209,3000,PO01,USD,2023-11-24,OPEN
0200002141,0000001013,3000,PO02,USD,2023-11-26,OPEN
0200002142,0000001259,2000,PO02,USD,2023-11-28,OPEN
0200002145,0000000181,5000,PO01,USD,2023-12-04,OPEN
0200002147,0000001977,4000,PO01,USD,2023-12-08,OPEN
0200002149,0000000686,4000,PO01,USD,2023-12-11,OPEN
0200002151,0000001533,5000,PO01,USD,2023-12-14,OPEN
0200002152,0000000944,2000,PO02,USD,2023-12-15,OPEN
0200002156,0000001864,1000,PO02,USD,2023-12-24,OPEN
0200002158,0000000651,1000,PO02,USD,2023-12-28,OPEN
0200002159,0000000968,5000,PO01,USD,2023-12-28,OPEN
0200002160,0000000561,5000,PO03,USD,2023-12-29,OPEN
0200002162,0000000624,2000,PO01,USD,2023-12-31,OPEN
0200002163,0000000985,1000,PO03,USD,2024-01-02,OPEN
0200002165,0000001147,2000,PO02,USD,2024-01-06,OPEN
0200002166,0000001933,5000,PO02,USD,2024-01-06,OPEN
0200002168,0000001683,3000,PO02,USD,2024-01-06,OPEN
0200002170,0000001154,4000,PO02,USD,2024-01-11,OPEN
0200002172,0000001350,4000,PO01,USD,2024-01-11,OPEN
0200002173,0000000205,1000,PO02,USD,2024-01-11,OPEN
0200002175,0000000946,5000,PO03,USD,2024-01-13,OPEN
0200002177,0000000827,2000,PO02,USD,2024-01-18,OPEN
0200002178,0000000915,5000,PO02,USD,2024-01-19,OPEN
0200002180,0000000895,4000,PO02,USD,2024-01-22,OPEN
0200002182,0000000733,5000,PO01,USD,2024-01-25,OPEN
0200002184,0000000960,1000,PO01,USD,2024-01-28,OPEN
0200002185,0000001516,2000,PO02,USD,2024-01-30,OPEN
0200002187,0000001404,4000,PO02,USD,2024-02-02,OPEN
0200002189,0000001341,4000,PO02,USD,2024-02-06,OPEN
0200002190,0000001078,3000,PO03,USD,2024-02-09,OPEN
0200002191,0000000349,5000,PO02,USD,2024-02-11,OPEN
0200002193,0000000705,5000,PO02,USD,2024-02-14,OPEN
0200002195,0000001266,5000,PO02,USD,2024-02-14,OPEN
0200002197,0000000474,5000,PO03,USD,2024-02-16,OPEN
0200002198,0000000045,2000,PO02,USD,2024-02-18,OPEN
0200002202,0000001298,5000,PO02,USD,2024-02-25,OPEN
0200002203,0000000412,5000,PO02,USD,2024-02-25,OPEN
0200002205,0000000250,1000,PO02,USD,2024-03-01,OPEN
0200002206,0000001484,2000,PO01,USD,2024-03-02,OPEN
0200002208,0000001471,1000,PO03,USD,2024-03-03,OPEN
0200002209,0000000438,2000,PO01,USD,2024-03-04,OPEN
0200002210,0000000446,4000,PO01,USD,2024-03-04,OPEN
0200002211,0000000674,2000,PO03,USD,2024-03-04,OPEN
0200002213,0000000810,3000,PO02,USD,2024-03-06,OPEN
0200002214,0000001626,5000,PO03,USD,2024-03-09,OPEN
0200002215,0000000799,5000,PO01,USD,2024-03-11,OPEN
0200002217,0000000155,3000,PO03,USD,2024-03-14,OPEN
0200002219,0000000440,2000,PO02,USD,2024-03-19,OPEN
0200002220,0000000135,1000,PO02,USD,2024-03-20,OPEN
0200002221,0000001644,2000,PO03,USD,2024-03-23,OPEN
0200002222,0000001339,5000,PO03,USD,2024-03-25,OPEN
0200002224,0000000540,3000,PO03,USD,2024-03-30,OPEN
0200002226,0000001954,5000,PO03,USD,2024-04-02,OPEN
0200002228,0000001148,1000,PO01,USD,2024-04-07,OPEN
0200002231,0000000345,2000,PO01,USD,2024-04-13,OPEN
0200002232,0000001986,3000,PO03,USD,2024-04-14,OPEN
0200002233,0000001689,4000,PO03,USD,2024-04-14,OPEN
0200002234,0000000535,3000,PO02,USD,2024-04-17,OPEN
0200002235,0000000723,2000,PO02,USD,2024-04-18,OPEN
0200002236,0000000857,3000,PO01,USD,2024-04-20,OPEN
0200002240,0000001574,1000,PO03,USD,2024-04-24,OPEN
0200002241,0000001860,3000,PO03,USD,2024-04-25,OPEN
0200002242,0000000905,3000,PO02,USD,2024-04-25,OPEN
0200002244,0000000698,1000,PO03,USD,2024-04-29,OPEN
0200002245,0000000987,5000,PO02,USD,2024-05-02,OPEN
0200002246,0000000881,4000,PO02,USD,2024-05-03,OPEN
0200002247,0000001096,4000,PO03,USD,2024-05-04,OPEN
0200002250,0000000189,5000,PO03,USD,2024-05-06,OPEN
0200002251,0000000233,4000,PO02,USD,2024-05-07,OPEN
0200002252,0000000854,3000,PO02,USD,2024-05-09,OPEN
0200002254,0000001765,4000,PO02,USD,2024-05-14,OPEN
0200002255,0000001698,1000,PO01,USD,2024-05-16,OPEN
0200002257,0000001816,2000,PO02,USD,2024-05-19,OPEN
0200002258,0000001890,3000,PO02,USD,2024-05-19,OPEN
0200002259,0000001049,5000,PO02,USD,2024-05-21,OPEN
0200002261,0000000749,4000,PO02,USD,2024-05-22,OPEN
0200002263,0000001414,2000,PO03,USD,2024-05-24,OPEN
0200002265,0000000755,5000,PO01,USD,2024-05-28,OPEN
0200002266,0000001644,3000,PO03,USD,2024-05-29,OPEN
0200002267,0000000909,4000,PO02,USD,2024-05-29,OPEN
0200002268,0000000998,4000,PO01,USD,2024-06-01,OPEN
0200002269,0000000477,4000,PO03,USD,2024-06-02,OPEN
0200002270,0000001580,4000,PO02,USD,2024-06-03,OPEN
0200002271,0000001776,3000,PO02,USD,2024-06-06,OPEN
0200002272,0000000597,5000,PO03,USD,2024-06-06,OPEN
0200002274,0000000148,1000,PO01,USD,2024-06-09,OPEN
0200002276,0000001028,4000,PO02,USD,2024-06-11,OPEN
0200002277,0000000872,1000,PO02,USD,2024-06-11,OPEN
0200002278,0000001452,5000,PO03,USD,2024-06-11,OPEN
0200002280,0000001309,2000,PO02,USD,2024-06-11,OPEN
0200002281,0000000157,1000,PO01,USD,2024-06-13,OPEN
0200002284,0000001705,4000,PO01,USD,2024-06-16,OPEN
0200002287,0000000436,2000,PO02,USD,2024-06-20,OPEN
0200002289,0000000399,2000,PO03,USD,2024-06-21,OPEN
0200002290,0000000977,2000,PO02,USD,2024-06-24,OPEN
0200002291,0000001874,1000,PO01,USD,2024-06-26,OPEN
0200002292,0000000457,1000,PO01,USD,2024-06-28,OPEN
0200002293,0000001493,3000,PO03,USD,2024-06-30,OPEN
0200002295,0000001998,2000,PO03,USD,2024-07-05,OPEN
0200002296,0000000207,3000,PO03,USD,2024-07-08,OPEN
0200002297,0000000518,3000,PO01,USD,2024-07-10,OPEN
0200002298,0000001112,1000,PO01,USD,2024-07-10,OPEN
0200002299,0000000991,2000,PO01,USD,2024-07-10,OPEN
0200002300,0000000266,5000,PO01,USD,2024-07-10,OPEN
0200002302,0000001430,5000,PO03,USD,2024-07-10,OPEN
0200002304,0000000676,4000,PO01,USD,2024-07-11,OPEN
0200002305,0000001569,5000,PO02,USD,2024-07-12,OPEN
0200002306,0000000561,3000,PO02,USD,2024-07-15,OPEN
0200002307,0000001473,1000,PO03,USD,2024-07-18,OPEN
0200002309,0000000405,5000,PO01,USD,2024-07-22,OPEN
0200002310,0000000096,2000,PO03,USD,2024-07-25,OPEN
0200002312,0000000282,3000,PO02,USD,2024-07-26,OPEN
0200002314,0000000774,1000,PO01,USD,2024-07-29,OPEN
0200002316,0000000139,2000,PO02,USD,2024-07-30,OPEN
0200002317,0000001482,2000,PO02,USD,2024-07-30,OPEN
0200002320,0000001511,1000,PO01,USD,2024-08-01,OPEN
0200002322,0000001768,5000,PO02,USD,2024-08-04,OPEN
0200002323,0000001814,5000,PO03,USD,2024-08-06,OPEN
0200002324,0000001162,5000,PO01,USD,2024-08-09,OPEN
0200002326,0000000973,4000,PO02,USD,2024-08-10,OPEN
0200002327,0000001984,3000,PO03,USD,2024-08-11,OPEN
0200002329,0000001007,1000,PO01,USD,2024-08-13,OPEN
0200002331,0000001155,2000,PO02,USD,2024-08-15,OPEN
0200002333,0000000423,4000,PO01,USD,2024-08-16,OPEN
0200002334,0000001805,3000,PO03,USD,2024-08-18,OPEN
0200002335,0000001247,3000,PO03,USD,2024-08-20,OPEN
0200002337,0000001634,5000,PO02,USD,2024-08-24,OPEN
0200002338,0000001399,1000,PO03,USD,2024-08-25,OPEN
0200002339,0000001398,4000,PO01,USD,2024-08-27,OPEN
0200002340,0000001951,5000,PO03,USD,2024-08-28,OPEN
0200002343,0000000692,3000,PO02,USD,2024-09-02,OPEN
0200002344,0000000317,3000,PO03,USD,2024-09-03,OPEN
0200002345,0000000258,3000,PO02,USD,2024-09-03,OPEN
0200002346,0000001935,1000,PO03,USD,2024-09-04,OPEN
0200002347,0000000521,4000,PO01,USD,2024-09-05,OPEN
0200002349,0000001318,5000,PO02,USD,2024-09-07,OPEN
0200002350,0000000033,1000,PO02,USD,2024-09-09,OPEN
0200002351,0000001758,5000,PO02,USD,2024-09-12,OPEN
0200002354,0000000517,3000,PO03,USD,2024-09-16,OPEN
0200002356,0000001745,3000,PO03,USD,2024-09-18,OPEN
0200002358,0000000056,3000,PO02,USD,2024-09-21,OPEN
0200002359,0000001177,2000,PO03,USD,2024-09-22,OPEN
0200002364,0000001728,4000,PO02,USD,2024-10-01,OPEN
0200002365,0000000453,5000,PO01,USD,2024-10-02,OPEN
0200002367,0000000952,2000,PO01,USD,2024-10-06,OPEN
0200002368,0000000361,5000,PO02,USD,2024-10-08,OPEN
0200002369,0000000813,5000,PO02,USD,2024-10-09,OPEN
0200002370,0000000337,4000,PO03,USD,2024-10-11,OPEN
0200002371,0000001372,3000,PO02,USD,2024-10-11,OPEN
0200002373,0000000197,4000,PO03,USD,2024-10-13,OPEN
0200002374,0000001095,5000,PO02,USD,2024-10-15,OPEN
0200002375,0000000551,5000,PO02,USD,2024-10-18,OPEN
0200002377,0000001026,3000,PO01,USD,2024-10-21,OPEN
0200002379,0000001007,1000,PO02,USD,2024-10-25,OPEN
0200002380,0000000924,5000,PO02,USD,2024-10-27,OPEN
0200002381,0000000972,1000,PO02,USD,2024-10-27,OPEN
0200002382,0000001049,1000,PO02,USD,2024-10-28,OPEN
0200002383,0000001995,5000,PO02,USD,2024-10-31,OPEN
0200002385,0000000401,5000,PO01,USD,2024-11-06,OPEN
0200002386,0000001209,3000,PO01,USD,2024-11-06,OPEN
0200002388,0000000649,3000,PO02,USD,2024-11-10,OPEN
0200002390,0000001185,1000,PO01,USD,2024-11-12,OPEN
0200002391,0000000221,2000,PO03,USD,2024-11-13,OPEN
0200002393,0000000370,5000,PO03,USD,2024-11-17,OPEN
0200002394,0000000860,1000,PO01,USD,2024-11-20,OPEN
0200002396,0000001179,4000,PO03,USD,2024-11-23,OPEN
0200002397,0000001285,4000,PO01,USD,2024-11-25,OPEN
0200002398,0000000084,4000,PO01,USD,2024-11-26,OPEN
0200002399,0000000411,2000,PO02,USD,2024-11-28,OPEN
0200002400,0000000463,4000,PO01,USD,2024-11-30,OPEN
0200002402,0000001858,2000,PO03,USD,2024-12-04,OPEN
0200002403,0000000286,5000,PO02,USD,2024-12-04,OPEN
0200002405,0000001718,1000,PO02,USD,2024-12-08,OPEN
0200002406,0000001133,2000,PO02,USD,2024-12-08,OPEN
0200002408,0000000635,5000,PO02,USD,2024-12-10,OPEN
0200002409,0000000106,3000,PO01,USD,2024-12-11,OPEN
0200002410,0000001918,1000,PO02,USD,2024-12-12,OPEN
0200002412,0000001917,5000,PO02,USD,2024-12-16,OPEN
0200002413,0000001482,5000,PO01,USD,2024-12-16,OPEN
0200002415,0000001353,4000,PO02,USD,2024-12-19,OPEN
0200002416,0000001422,1000,PO03,USD,2024-12-21,OPEN
0200002418,0000000448,4000,PO02,USD,2024-12-25,OPEN
0200002423,0000001364,5000,PO02,USD,2025-01-01,OPEN
0200002424,0000000968,3000,PO01,USD,2025-01-01,OPEN
0200002426,0000000479,1000,PO02,USD,2025-01-04,OPEN
0200002427,0000000551,3000,PO02,USD,2025-01-05,OPEN
0200002429,0000001285,1000,PO02,USD,2025-01-09,OPEN
0200002430,0000000163,5000,PO02,USD,2025-01-12,OPEN
0200002431,0000001350,5000,PO03,USD,2025-01-12,OPEN
0200002433,0000001807,2000,PO01,USD,2025-01-15,OPEN
0200002435,0000000968,4000,PO02,USD,2025-01-18,OPEN
0200002436,0000001566,3000,PO01,USD,2025-01-20,OPEN
0200002437,0000001975,2000,PO02,USD,2025-01-23,OPEN
0200002438,0000001579,3000,PO02,USD,2025-01-25,OPEN
0200002439,0000000510,5000,PO03,USD,2025-01-27,OPEN
0200002440,0000000802,2000,PO03,USD,2025-01-28,OPEN
0200002441,0000000915,1000,PO03,USD,2025-01-28,OPEN
0200002442,0000000228,2000,PO01,USD,2025-01-29,OPEN
0200002443,0000001598,5000,PO02,USD,2025-01-30,OPEN
0200002445,0000001506,3000,PO03,USD,2025-02-04,OPEN
0200002446,0000001372,1000,PO02,USD,2025-02-04,OPEN
0200002447,0000000182,1000,PO02,USD,2025-02-04,OPEN
0200002450,0000001770,1000,PO02,USD,2025-02-05,OPEN
