PRODUCT_NUMBER,PLANT,MRP_TYPE,SAFETY_STOCK,REORDER_POINT,LOT_SIZE
P000000678,P009,PD,0,0,EX
P000000323,P004,VB,0,0,EX
P000001008,P001,PD,0,0,EX
P000001818,P010,PD,0,0,EX
P000001827,P006,PD,0,0,EX
P000001318,P010,VB,0,0,EX
P000000144,P007,PD,0,0,EX
P000001129,P001,VB,0,0,EX
P000000987,P003,VB,0,0,EX
P000001319,P007,PD,0,0,EX
P000001324,P007,PD,0,0,EX
P000000006,P007,PD,0,0,EX
P000000459,P009,PD,0,0,EX
P000000066,P002,PD,0,0,EX
P000000032,P010,VB,0,0,EX
P000000886,P009,PD,0,0,EX
P000001348,P002,PD,0,0,EX
P000000774,P006,VB,0,0,EX
P000000031,P010,VB,0,0,EX
P000000603,P005,PD,0,0,EX
P000001849,P003,PD,0,0,EX
P000000517,P001,PD,0,0,EX
P000001608,P008,PD,0,0,EX
P000000747,P009,VB,0,0,EX
P000000479,P001,PD,0,0,EX
P000000700,P003,VB,0,0,EX
P000001532,P006,PD,0,0,EX
P000001949,P001,PD,0,0,EX
P000001985,P009,PD,0,0,EX
P000000941,P009,PD,0,0,EX
P000001697,P009,PD,0,0,EX
P000001465,P004,PD,0,0,EX
P000000688,P008,VB,0,0,EX
P000000691,P002,PD,0,0,EX
P000000754,P006,PD,0,0,EX
P000000493,P002,PD,0,0,EX
P000000548,P007,PD,0,0,EX
P000000989,P007,PD,0,0,EX
P000001054,P009,PD,0,0,EX
P000001311,P005,PD,0,0,EX
P000001551,P003,PD,0,0,EX
P000001486,P001,VB,0,0,EX
P000000777,P010,VB,0,0,EX
P000001088,P009,VB,0,0,EX
P000001211,P005,PD,0,0,EX
P000001373,P005,PD,0,0,EX
P000000300,P007,PD,0,0,EX
P000000816,P007,PD,0,0,EX
P000001146,P009,PD,0,0,EX
P000001584,P008,PD,0,0,EX
P000000031,P007,PD,0,0,EX
P000000018,P005,PD,0,0,EX
P000001778,P003,PD,0,0,EX
P000001757,P001,VB,0,0,EX
P000000007,P005,VB,0,0,EX
P000000160,P002,PD,0,0,EX
P000001180,P005,VB,0,0,EX
P000000296,P001,PD,0,0,EX
P000000576,P002,PD,0,0,EX
P000000164,P001,VB,0,0,EX
P000001056,P007,PD,0,0,EX
P000001041,P004,PD,0,0,EX
P000001548,P010,PD,0,0,EX
P000001134,P002,PD,0,0,EX
P000000035,P002,PD,0,0,EX
P000000285,P004,PD,0,0,EX
P000001223,P006,PD,0,0,EX
P000001856,P007,PD,0,0,EX
P000001432,P002,PD,0,0,EX
P000001908,P006,PD,0,0,EX
P000000795,P008,PD,0,0,EX
P000001569,P008,PD,0,0,EX
P000000883,P007,VB,0,0,EX
P000001386,P001,PD,0,0,EX
P000001646,P004,PD,0,0,EX
P000000508,P002,PD,0,0,EX
P000001969,P004,PD,0,0,EX
P000000937,P002,PD,0,0,EX
P000000003,P005,PD,0,0,EX
P000000075,P003,VB,0,0,EX
P000000343,P001,PD,0,0,EX
P000000002,P004,VB,0,0,EX
P000001294,P001,PD,0,0,EX
P000000710,P003,VB,0,0,EX
P000000145,P002,VB,0,0,EX
P000000728,P010,PD,0,0,EX
P000000955,P003,PD,0,0,EX
P000001441,P006,VB,0,0,EX
P000000273,P004,PD,0,0,EX
P000000686,P003,PD,0,0,EX
P000001870,P006,PD,0,0,EX
P000001418,P002,VB,0,0,EX
P000001680,P008,PD,0,0,EX
P000000977,P007,VB,0,0,EX
P000001296,P002,PD,0,0,EX
P000001984,P005,PD,0,0,EX
P000000479,P004,PD,0,0,EX
P000000590,P005,PD,0,0,EX
P000001366,P008,PD,0,0,EX
P000000490,P009,PD,0,0,EX
P000000350,P006,VB,0,0,EX
P000000138,P009,VB,0,0,EX
P000000730,P008,PD,0,0,EX
P000000999,P003,PD,0,0,EX
P000000042,P007,PD,0,0,EX
P000000296,P002,PD,0,0,EX
P000000694,P003,PD,0,0,EX
P000001014,P003,VB,0,0,EX
P000001951,P004,PD,0,0,EX
P000000279,P010,PD,0,0,EX
P000000035,P006,PD,0,0,EX
P000001208,P007,VB,0,0,EX
P000000458,P004,PD,0,0,EX
P000000738,P010,PD,0,0,EX
P000000158,P010,VB,0,0,EX
P000001354,P006,PD,0,0,EX
P000001598,P003,PD,0,0,EX
P000000459,P010,PD,0,0,EX
P000000178,P001,VB,0,0,EX
P000001813,P009,VB,0,0,EX
P000001775,P005,PD,0,0,EX
P000001644,P001,VB,0,0,EX
P000001494,P004,PD,0,0,EX
P000000836,P004,VB,0,0,EX
P000001610,P007,PD,0,0,EX
P000001179,P010,PD,0,0,EX
P000001616,P009,PD,0,0,EX
P000001060,P009,PD,0,0,EX
P000001297,P009,PD,0,0,EX
P000001719,P009,PD,0,0,EX
P000001712,P003,VB,0,0,EX
P000001650,P001,VB,0,0,EX
P000000996,P007,PD,0,0,EX
P000001965,P007,PD,0,0,EX
P000001370,P008,PD,0,0,EX
P000000083,P008,PD,0,0,EX
P000000218,P001,VB,0,0,EX
P000001907,P005,PD,0,0,EX
P000001790,P004,PD,0,0,EX
P000001540,P005,PD,0,0,EX
P000000384,P002,PD,0,0,EX
P000000474,P010,PD,0,0,EX
P000001156,P001,PD,0,0,EX
P000000767,P008,PD,0,0,EX
P000001283,P009,PD,0,0,EX
P000000844,P009,VB,0,0,EX
P000001846,P007,VB,0,0,EX
P000000126,P005,PD,0,0,EX
P000000689,P009,PD,0,0,EX
P000000662,P007,VB,0,0,EX
P000001460,P009,PD,0,0,EX
P000001007,P009,PD,0,0,EX
P000000953,P002,VB,0,0,EX
P000001100,P008,PD,0,0,EX
P000001325,P009,VB,0,0,EX
P000001887,P004,PD,0,0,EX
P000001614,P003,VB,0,0,EX
P000001713,P009,PD,0,0,EX
P000001285,P008,VB,0,0,EX
P000000145,P001,VB,0,0,EX
P000001533,P009,PD,0,0,EX
P000000757,P009,VB,0,0,EX
P000000957,P001,PD,0,0,EX
P000001759,P008,VB,0,0,EX
P000001184,P003,PD,0,0,EX
P000000100,P006,PD,0,0,EX
P000001618,P002,PD,0,0,EX
P000001783,P006,PD,0,0,EX
P000001210,P010,PD,0,0,EX
P000000186,P009,PD,0,0,EX
P000000075,P008,PD,0,0,EX
P000000799,P004,PD,0,0,EX
P000001323,P004,PD,0,0,EX
P000000251,P008,PD,0,0,EX
P000001923,P004,VB,0,0,EX
P000001094,P003,PD,0,0,EX
P000001651,P001,PD,0,0,EX
P000001933,P005,PD,0,0,EX
P000000753,P006,VB,0,0,EX
P000000750,P008,PD,0,0,EX
P000001329,P005,PD,0,0,EX
P000000838,P009,VB,0,0,EX
P000001549,P010,PD,0,0,EX
P000000302,P009,PD,0,0,EX
P000001250,P001,VB,0,0,EX
P000001881,P010,VB,0,0,EX
P000000329,P005,VB,0,0,EX
P000000570,P008,PD,0,0,EX
P000000395,P008,PD,0,0,EX
P000001438,P005,PD,0,0,EX
P000001391,P003,PD,0,0,EX
P000001566,P005,PD,0,0,EX
P000001852,P008,VB,0,0,EX
P000000029,P006,PD,0,0,EX
P000001762,P004,VB,0,0,EX
P000000770,P008,PD,0,0,EX
P000001157,P007,PD,0,0,EX
P000001531,P002,VB,0,0,EX
P000000212,P004,PD,0,0,EX
P000000145,P003,PD,0,0,EX
P000001606,P003,PD,0,0,EX
P000000657,P001,PD,0,0,EX
P000000259,P008,VB,0,0,EX
P000001281,P007,PD,0,0,EX
P000001410,P008,PD,0,0,EX
P000000021,P009,PD,0,0,EX
P000001927,P006,PD,0,0,EX
P000001111,P003,PD,0,0,EX
P000001666,P001,VB,0,0,EX
P000000560,P003,PD,0,0,EX
P000001592,P010,PD,0,0,EX
P000000528,P004,PD,0,0,EX
P000001641,P010,PD,0,0,EX
P000000203,P004,PD,0,0,EX
P000001175,P006,PD,0,0,EX
P000000071,P009,PD,0,0,EX
P000001060,P006,VB,0,0,EX
P000000282,P004,PD,0,0,EX
P000001238,P003,PD,0,0,EX
P000001317,P007,PD,0,0,EX
P000001471,P001,PD,0,0,EX
P000000861,P006,PD,0,0,EX
P000000865,P002,PD,0,0,EX
P000001830,P002,PD,0,0,EX
P000000072,P005,PD,0,0,EX
P000000691,P005,VB,0,0,EX
P000000867,P006,PD,0,0,EX
P000000394,P007,PD,0,0,EX
P000000941,P005,PD,0,0,EX
P000001591,P010,PD,0,0,EX
P000000549,P005,PD,0,0,EX
P000001048,P009,PD,0,0,EX
P000000191,P004,PD,0,0,EX
P000001428,P004,VB,0,0,EX
P000000421,P006,PD,0,0,EX
P000001268,P007,VB,0,0,EX
P000001289,P006,PD,0,0,EX
P000001213,P001,VB,0,0,EX
P000001848,P007,PD,0,0,EX
P000000938,P004,PD,0,0,EX
P000000912,P001,PD,0,0,EX
P000000822,P010,PD,0,0,EX
P000001578,P001,PD,0,0,EX
P000001557,P009,PD,0,0,EX
P000000843,P006,PD,0,0,EX
P000000522,P005,PD,0,0,EX
P000001043,P001,PD,0,0,EX
P000000210,P002,PD,0,0,EX
P000000419,P005,PD,0,0,EX
P000000307,P008,PD,0,0,EX
P000001755,P007,PD,0,0,EX
P000000504,P010,VB,0,0,EX
P000000398,P003,VB,0,0,EX
P000000800,P001,VB,0,0,EX
P000000128,P008,PD,0,0,EX
P000000491,P007,VB,0,0,EX
P000000008,P002,PD,0,0,EX
P000000066,P010,VB,0,0,EX
P000001751,P010,PD,0,0,EX
P000001371,P002,PD,0,0,EX
P000000050,P008,VB,0,0,EX
P000001450,P007,PD,0,0,EX
P000001298,P010,PD,0,0,EX
P000000487,P010,VB,0,0,EX
P000000119,P004,VB,0,0,EX
P000000423,P003,VB,0,0,EX
P000001717,P005,PD,0,0,EX
P000001254,P009,PD,0,0,EX
P000001744,P001,PD,0,0,EX
P000000325,P005,VB,0,0,EX
P000001635,P003,PD,0,0,EX
P000000763,P001,VB,0,0,EX
P000001367,P003,PD,0,0,EX
P000001868,P003,VB,0,0,EX
P000001101,P003,PD,0,0,EX
P000001549,P005,VB,0,0,EX
P000001444,P007,PD,0,0,EX
P000000462,P006,PD,0,0,EX
P000000589,P010,PD,0,0,EX
P000000757,P004,PD,0,0,EX
P000001713,P007,PD,0,0,EX
P000000528,P009,PD,0,0,EX
P000001975,P005,PD,0,0,EX
P000001218,P001,VB,0,0,EX
P000000246,P004,PD,0,0,EX
P000000216,P010,PD,0,0,EX
P000001381,P006,VB,0,0,EX
P000001186,P002,PD,0,0,EX
P000001800,P004,PD,0,0,EX
P000001732,P004,PD,0,0,EX
P000000811,P003,VB,0,0,EX
P000001091,P007,PD,0,0,EX
P000000210,P009,PD,0,0,EX
P000000119,P010,PD,0,0,EX
P000001601,P005,PD,0,0,EX
P000001094,P010,PD,0,0,EX
P000001983,P001,VB,0,0,EX
P000000623,P001,PD,0,0,EX
P000001218,P002,PD,0,0,EX
P000001773,P004,PD,0,0,EX
P000001005,P008,PD,0,0,EX
P000000032,P004,VB,0,0,EX
P000000936,P003,PD,0,0,EX
P000001321,P005,PD,0,0,EX
P000001193,P004,PD,0,0,EX
P000000101,P001,PD,0,0,EX
P000001471,P003,PD,0,0,EX
P000001736,P010,VB,0,0,EX
P000000049,P008,VB,0,0,EX
P000001839,P009,PD,0,0,EX
P000000782,P006,VB,0,0,EX
P000001870,P002,VB,0,0,EX
P000001923,P001,PD,0,0,EX
P000001155,P002,PD,0,0,EX
P000000196,P009,VB,0,0,EX
P000001835,P010,PD,0,0,EX
P000001285,P001,VB,0,0,EX
P000001927,P005,PD,0,0,EX
P000001831,P004,PD,0,0,EX
P000000076,P005,PD,0,0,EX
P000000230,P002,VB,0,0,EX
P000000427,P002,PD,0,0,EX
P000001530,P008,PD,0,0,EX
P000001641,P006,PD,0,0,EX
P000001410,P010,PD,0,0,EX
P000001937,P002,VB,0,0,EX
P000001746,P006,PD,0,0,EX
P000001316,P005,PD,0,0,EX
P000000536,P010,PD,0,0,EX
P000000721,P001,PD,0,0,EX
P000001045,P006,PD,0,0,EX
P000000738,P009,PD,0,0,EX
P000001101,P006,VB,0,0,EX
P000000486,P005,PD,0,0,EX
P000001447,P006,PD,0,0,EX
P000001182,P002,PD,0,0,EX
P000000417,P009,PD,0,0,EX
P000000301,P010,PD,0,0,EX
P000000417,P001,VB,0,0,EX
P000001828,P001,PD,0,0,EX
P000001222,P004,PD,0,0,EX
P000000261,P010,PD,0,0,EX
P000000835,P001,VB,0,0,EX
P000000521,P010,PD,0,0,EX
P000001066,P006,PD,0,0,EX
P000001396,P005,PD,0,0,EX
P000000669,P001,PD,0,0,EX
P000000346,P007,PD,0,0,EX
P000000348,P009,PD,0,0,EX
P000001639,P010,PD,0,0,EX
P000000947,P010,PD,0,0,EX
P000000284,P006,PD,0,0,EX
P000001972,P005,PD,0,0,EX
P000001751,P005,VB,0,0,EX
P000001877,P004,VB,0,0,EX
P000000839,P009,VB,0,0,EX
P000001330,P008,PD,0,0,EX
P000001235,P003,PD,0,0,EX
P000000896,P007,PD,0,0,EX
P000000473,P003,PD,0,0,EX
P000001586,P009,PD,0,0,EX
P000000701,P008,PD,0,0,EX
P000001125,P009,PD,0,0,EX
P000001314,P004,PD,0,0,EX
P000000607,P003,PD,0,0,EX
P000000614,P006,PD,0,0,EX
P000001761,P001,PD,0,0,EX
P000001257,P010,PD,0,0,EX
P000001037,P003,VB,0,0,EX
P000001254,P008,VB,0,0,EX
P000001901,P008,PD,0,0,EX
P000000572,P009,PD,0,0,EX
P000001582,P003,PD,0,0,EX
P000001493,P010,PD,0,0,EX
P000000702,P001,PD,0,0,EX
P000000186,P002,VB,0,0,EX
P000000850,P006,PD,0,0,EX
P000001616,P002,PD,0,0,EX
P000001679,P004,PD,0,0,EX
P000000505,P004,VB,0,0,EX
P000001408,P003,PD,0,0,EX
P000000763,P008,PD,0,0,EX
P000001894,P010,PD,0,0,EX
P000001692,P006,VB,0,0,EX
P000001570,P009,VB,0,0,EX
P000000386,P006,PD,0,0,EX
P000001964,P006,VB,0,0,EX
P000000832,P008,PD,0,0,EX
P000000367,P001,PD,0,0,EX
P000001743,P005,PD,0,0,EX
P000001483,P008,PD,0,0,EX
P000001339,P002,VB,0,0,EX
P000001643,P007,PD,0,0,EX
P000000127,P005,PD,0,0,EX
P000001443,P007,PD,0,0,EX
P000000245,P002,PD,0,0,EX
P000001005,P006,PD,0,0,EX
P000001022,P005,PD,0,0,EX
P000001086,P002,VB,0,0,EX
P000001075,P004,PD,0,0,EX
P000000180,P008,PD,0,0,EX
P000001941,P002,PD,0,0,EX
P000000722,P002,PD,0,0,EX
P000000259,P001,VB,0,0,EX
P000000625,P007,PD,0,0,EX
P000001027,P001,PD,0,0,EX
P000001768,P008,VB,0,0,EX
P000000172,P005,PD,0,0,EX
P000001845,P010,VB,0,0,EX
P000000194,P003,VB,0,0,EX
P000001628,P006,PD,0,0,EX
P000000686,P006,VB,0,0,EX
P000000432,P004,PD,0,0,EX
P000001439,P004,VB,0,0,EX
P000001422,P005,PD,0,0,EX
P000000369,P006,PD,0,0,EX
P000001641,P002,PD,0,0,EX
P000000798,P006,PD,0,0,EX
P000001935,P002,VB,0,0,EX
P000000458,P009,PD,0,0,EX
P000001260,P006,PD,0,0,EX
P000001189,P002,PD,0,0,EX
P000000318,P006,PD,0,0,EX
P000001695,P009,PD,0,0,EX
P000001529,P010,PD,0,0,EX
P000001023,P007,PD,0,0,EX
P000001280,P002,PD,0,0,EX
P000000393,P002,VB,0,0,EX
P000001304,P001,PD,0,0,EX
P000000494,P008,VB,0,0,EX
P000001913,P002,PD,0,0,EX
P000000883,P008,PD,0,0,EX
P000000024,P008,PD,0,0,EX
P000001315,P003,PD,0,0,EX
P000000860,P001,PD,0,0,EX
P000000906,P007,PD,0,0,EX
P000001240,P010,PD,0,0,EX
P000001591,P006,VB,0,0,EX
P000000955,P006,VB,0,0,EX
P000001106,P005,PD,0,0,EX
P000001058,P001,PD,0,0,EX
P000000580,P003,VB,0,0,EX
P000001724,P004,VB,0,0,EX
P000000633,P007,PD,0,0,EX
P000000169,P007,PD,0,0,EX
P000001356,P004,PD,0,0,EX
P000000164,P009,VB,0,0,EX
P000001759,P005,PD,0,0,EX
P000001442,P007,PD,0,0,EX
P000001007,P007,PD,0,0,EX
P000001139,P003,PD,0,0,EX
P000000923,P005,PD,0,0,EX
P000001491,P007,PD,0,0,EX
P000000292,P001,PD,0,0,EX
P000000014,P004,PD,0,0,EX
P000000837,P003,PD,0,0,EX
P000000212,P007,PD,0,0,EX
P000000259,P006,PD,0,0,EX
P000000278,P004,PD,0,0,EX
P000000661,P007,VB,0,0,EX
P000001248,P001,PD,0,0,EX
P000001537,P008,PD,0,0,EX
P000000264,P008,PD,0,0,EX
P000000338,P009,PD,0,0,EX
P000001480,P002,PD,0,0,EX
P000000087,P002,PD,0,0,EX
P000000171,P001,PD,0,0,EX
P000001121,P004,PD,0,0,EX
P000001921,P009,PD,0,0,EX
P000001208,P003,PD,0,0,EX
P000001860,P001,PD,0,0,EX
P000001382,P006,PD,0,0,EX
P000000752,P002,PD,0,0,EX
P000001697,P005,PD,0,0,EX
P000000246,P002,PD,0,0,EX
P000000035,P004,VB,0,0,EX
P000001687,P002,PD,0,0,EX
P000001816,P009,PD,0,0,EX
P000001337,P006,PD,0,0,EX
P000001385,P001,PD,0,0,EX
P000001313,P007,PD,0,0,EX
P000000391,P009,PD,0,0,EX
P000000664,P010,PD,0,0,EX
P000000284,P001,PD,0,0,EX
P000001324,P008,PD,0,0,EX
P000001615,P003,PD,0,0,EX
P000001811,P002,VB,0,0,EX
P000001907,P002,PD,0,0,EX
P000000762,P007,PD,0,0,EX
P000000795,P006,VB,0,0,EX
P000000240,P003,PD,0,0,EX
P000001855,P001,PD,0,0,EX
P000001441,P009,VB,0,0,EX
P000001284,P009,VB,0,0,EX
P000001538,P008,PD,0,0,EX
P000001616,P010,PD,0,0,EX
P000001596,P001,VB,0,0,EX
P000001685,P005,PD,0,0,EX
P000001823,P009,VB,0,0,EX
P000000619,P009,PD,0,0,EX
P000000607,P002,PD,0,0,EX
P000000684,P009,PD,0,0,EX
P000000085,P005,PD,0,0,EX
P000000794,P004,PD,0,0,EX
P000000581,P005,VB,0,0,EX
P000001869,P010,VB,0,0,EX
P000000747,P008,PD,0,0,EX
P000000736,P002,PD,0,0,EX
P000001752,P001,PD,0,0,EX
P000001900,P005,VB,0,0,EX
P000001439,P001,VB,0,0,EX
